#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.4543e-08 8.95319e-11 2.15739e-10 8.625 8.875 55256
9.00 1.46866e-08 1.51558e-10 1.89361e-10 8.875 9.125 97731
9.25 0.000173782 1.67593e-05 2.89959e-05 9.125 9.375 442935
9.50 0.000171374 2.17043e-05 3.53315e-05 9.375 9.625 1.6744e+06
9.75 0.000175532 4.69302e-05 4.0362e-05 9.625 9.875 3.77142e+06
10.00 0.000493073 0.000163366 0.000172713 9.875 10.125 4.02943e+06
10.25 0.00418161 0.000935404 0.00166062 10.125 10.375 2.70863e+06
10.50 0.0161199 0.00375758 0.00555543 10.375 10.625 1.67091e+06
10.75 0.0276634 0.00647884 0.00838145 10.625 10.875 1.02002e+06
11.00 0.0330097 0.00704982 0.0094306 10.875 11.125 587616
11.25 0.0311929 0.00515633 0.00980242 11.125 11.375 332631
11.50 0.0276841 0.00238515 0.00986399 11.375 11.625 187794
11.75 0.0231547 0.00130332 0.00811678 11.625 11.875 105027
12.00 0.0217769 0.000283653 0.00791395 11.875 12.125 57824
12.25 0.0328345 -0.00130004 0.012758 12.125 12.375 31331
12.50 0.0653997 -0.00387219 0.0261294 12.375 12.625 16273
12.75 0.126567 -0.00518284 0.0473861 12.625 12.875 8294
13.00 0.218242 -0.0055694 0.069475 12.875 13.125 3952
13.25 0.316233 -0.00162849 0.089615 13.125 13.375 1763
13.50 0.405235 0.0124007 0.0909364 13.375 13.625 725
13.75 0.52998 0.0224935 0.101982 13.625 13.875 263
14.00 0.625768 0.0407985 0.0967362 13.875 14.125 65
14.25 0.647306 0.0569109 0.0871148 14.125 14.375 12
14.50 0 0 0 14.375 14.625 0
14.75 0.848481 0.0520318 0.0668179 14.625 14.875 1
15.00 0 0 0 14.875 15.125 0
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
