#Peak halo masses in Msun
#Average fraction of mass accreted from galaxy mergers as opposed to formed in situ.
#Log10(HM) F_ex_situ Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts
8.00 0 0 0 7.875 8.125 0
8.25 0 0 0 8.125 8.375 0
8.50 0 0 0 8.375 8.625 0
8.75 1.46878e-08 5.30722e-11 3.2728e-10 8.625 8.875 26954
9.00 1.446e-08 3.81691e-10 -5.08988e-11 8.875 9.125 48644
9.25 0.000179694 1.9357e-05 4.46215e-05 9.125 9.375 228058
9.50 0.00017666 2.03825e-05 3.44e-05 9.375 9.625 840542
9.75 0.000107449 4.02551e-05 2.8349e-05 9.625 9.875 2.31804e+06
10.00 0.000260917 9.01454e-05 0.000104156 9.875 10.125 3.41005e+06
10.25 0.00330141 0.000659941 0.00130639 10.125 10.375 2.4589e+06
10.50 0.0133447 0.00244108 0.00415149 10.375 10.625 1.54335e+06
10.75 0.0225967 0.00485565 0.00539306 10.625 10.875 956182
11.00 0.0257576 0.0047485 0.005291 10.875 11.125 587390
11.25 0.0242929 0.00284734 0.00512387 11.125 11.375 346293
11.50 0.0203161 0.000673272 0.0055116 11.375 11.625 204187
11.75 0.020136 3.50457e-05 0.00661698 11.625 11.875 119692
12.00 0.030191 -0.00106422 0.0102397 11.875 12.125 69922
12.25 0.0601942 -0.00342108 0.0210689 12.125 12.375 40578
12.50 0.119585 -0.00618622 0.037725 12.375 12.625 23023
12.75 0.211555 -0.0085407 0.0589939 12.625 12.875 13119
13.00 0.335206 -0.00888047 0.075883 12.875 13.125 7317
13.25 0.461236 -0.00855729 0.0909649 13.125 13.375 3908
13.50 0.582405 -0.000225306 0.0876956 13.375 13.625 1982
13.75 0.674014 0.00800043 0.0756862 13.625 13.875 1007
14.00 0.755352 0.0119457 0.0676756 13.875 14.125 437
14.25 0.801742 0.0256975 0.0500224 14.125 14.375 186
14.50 0.842499 0.0349125 0.0334236 14.375 14.625 40
14.75 0.897481 0.0169731 0.0334988 14.625 14.875 13
15.00 0.937749 0.0208262 0.0139282 14.875 15.125 2
15.25 0 0 0 15.125 15.375 0
15.50 0 0 0 15.375 15.625 0
15.75 0 0 0 15.625 15.875 0
