#Scale: 0.318873
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3102.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 933.168 66.58 63.1785 508.726 37.4212 54.5068 2173.97 310.9 119.538 1005.97 125.86 101.341 0.1 0.158489
0.210017 463.16 22.4642 33.3008 258.99 11.8549 25.2717 1072.69 175.141 66.1889 494.827 52.3935 54.1601 0.158489 0.251189
0.332855 234.757 9.36954 13.1962 140.8 3.8446 8.16005 546.987 73.7328 39.4026 240.935 24.1821 22.6076 0.251189 0.398107
0.52754 135.726 4.63 5.77377 100.549 4.4077 5.85875 223.202 30.3215 7.45137 145.823 6.63542 9.55769 0.398107 0.630957
0.836094 95.6179 3.41975 3.5022 73.1837 3.24789 3.63831 145.534 19.9525 5.75066 103.611 4.51901 4.83623 0.630957 1
1.32512 61.9512 2.14991 1.30445 48.299 1.23882 2.14094 95.2777 12.5825 2.38159 66.0351 3.66843 2.19663 1 1.58489
2.10017 43.6249 1.15866 1.07619 33.1347 1.43514 1.20262 64.3267 7.09999 0.605175 48.0608 1.3181 1.98797 1.58489 2.51189
3.32855 28.6421 0.61389 0.834087 22.6362 1.18075 0.977848 39.0616 1.92168 0.384357 31.5609 0.724377 1.59238 2.51189 3.98107
5.2754 16.745 0.458994 0.430563 13.7589 0.576113 0.772919 23.0644 0.577911 0.703978 17.895 0.83526 0.41679 3.98107 6.30957
8.36094 8.8608 0.215185 0.350498 6.29268 0.268686 0.49128 14.3434 1.44036 0.524338 9.83731 0.422926 0.470702 6.30957 10
