#Scale: 0.364435
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2714.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 394.057 44.1498 16.6692 253.397 31.3971 15.2844 1000.78 287.651 -8.59827 467.391 63.5979 22.3405 0.1 0.158489
0.210017 227.437 27.3595 6.02269 151.897 15.1681 8.00342 541.469 134.372 -9.26923 269.04 46.5633 5.27448 0.158489 0.251189
0.332855 138.274 10.7134 5.696 100.308 6.95766 6.67924 321.862 63.5244 -2.69809 154.346 18.4286 7.4402 0.251189 0.398107
0.52754 86.429 6.36343 1.56905 65.6012 5.71681 1.6125 159.748 21.5627 2.38405 100.39 9.57085 1.74004 0.398107 0.630957
0.836094 57.5749 2.68721 1.1381 46.1137 2.40676 1.2146 97.8076 5.76958 2.25772 65.2785 5.00133 0.711372 0.630957 1
1.32512 40.0308 1.89067 0.69772 33.2621 1.76644 0.802181 60.7103 9.67713 -1.03578 45.1589 2.37656 0.882328 1 1.58489
2.10017 29.355 2.11234 0.0013752 24.251 2.03614 0.18417 46.4357 4.47462 -0.368561 32.9425 2.9949 -0.152126 1.58489 2.51189
3.32855 19.4683 1.00871 0.275787 16.3353 0.944811 0.389083 28.7065 1.96394 0.272985 21.9044 1.71608 0.0879192 2.51189 3.98107
5.2754 11.3914 0.646709 0.112023 9.51308 0.638283 0.123406 16.7687 1.39688 0.243984 12.8821 0.9788 0.129124 3.98107 6.30957
8.36094 5.40495 0.361896 0.0691051 4.1883 0.264878 0.165523 9.21518 1.301 -0.00385857 6.30904 0.633675 -0.0424232 6.30957 10
