#Scale: 0.713748
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1386.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 404.71 31.2622 10.9318 196.754 6.19215 11.6132 737.871 82.4105 8.03833 327.249 18.7609 16.7679 0.1 0.158489
0.210017 272.797 14.668 10.0056 146.883 2.97559 11.0708 476.193 37.7066 13.0214 225.013 11.2994 11.0681 0.158489 0.251189
0.332855 198.215 6.34109 9.90781 101.994 4.42177 5.69656 335.37 13.8186 17.5498 171.351 5.1431 10.2356 0.251189 0.398107
0.52754 135.065 2.26944 7.31323 75.0993 2.69268 3.51855 218.152 4.71588 13.6513 119.583 1.38295 7.88419 0.398107 0.630957
0.836094 89.745 0.756271 4.30654 57.3468 1.07527 3.43889 133.114 1.42181 7.90874 82.184 0.90815 4.08837 0.630957 1
1.32512 56.9939 0.744446 1.96457 39.4695 0.84259 1.52114 77.4369 1.04951 3.04499 54.4964 0.634666 2.08561 1 1.58489
2.10017 38.4419 0.814693 0.804367 28.3657 0.919289 0.624239 49.7713 0.820896 1.14206 37.2306 0.79874 0.705452 1.58489 2.51189
3.32855 26.8694 0.553093 0.478361 20.5459 0.458199 0.576317 33.9119 0.788334 0.560886 26.1449 0.558231 0.482361 2.51189 3.98107
5.2754 18.4638 0.368603 0.311249 14.4337 0.288147 0.303941 22.8113 0.589338 0.390505 18.0763 0.354404 0.281471 3.98107 6.30957
8.36094 11.9538 0.217025 0.20473 9.38204 0.162571 0.182906 14.8664 0.281147 0.274335 11.6333 0.217053 0.189898 6.30957 10
