#Scale: 0.873217
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1133.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 986.435 58.3447 41.4512 353.896 42.9237 17.7716 1266.98 38.7347 87.2533 594.018 84.5342 0 0.1 0.158489
0.210017 670.038 33.0067 24.8337 341.057 13.0823 58.1745 850.411 33.6109 45.4566 406.475 27.0626 13.0202 0.158489 0.251189
0.332855 407.584 12.2241 16.5075 132.602 44.7968 -8.77403 521.854 12.387 36.4741 250.256 16.7846 9.30995 0.251189 0.398107
0.52754 239.934 6.86043 9.83063 112.686 -0.490303 15.8625 301.059 6.4328 19.2519 152.901 10.982 5.85472 0.398107 0.630957
0.836094 147.986 3.01076 6.18831 73.1718 6.4892 2.43366 175.976 4.80853 7.91414 110.53 1.54867 7.93379 0.630957 1
1.32512 87.3509 1.35573 2.64465 46.2884 4.95876 -0.888927 103.106 0.591812 5.11594 66.1147 2.79103 1.55162 1 1.58489
2.10017 58.3723 1.01766 1.26304 41.0201 2.27456 1.92712 65.034 1.52641 1.27545 49.392 0 2.23244 1.58489 2.51189
3.32855 41.6163 0.495823 0.897236 25.1095 0.818571 1.41114 46.4781 0.773956 0.848537 35.6189 0.406311 2.16056 2.51189 3.98107
5.2754 28.2052 0.857943 0.160736 16.8822 0.894444 0.723167 31.468 1.06841 0.169428 24.2157 0.714127 1.05229 3.98107 6.30957
8.36094 18.9581 0.534935 0.184326 13.295 0.249201 1.02846 20.7749 0.806791 0.0351582 16.6436 0.0775337 0.75612 6.30957 10
