#Scale: 0.212560
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 4654.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 3856.83 777.008 87.988 2464.74 1862.04 -126.374 24332.7 7648.56 20631.7 3737.35 2470.62 1008.56 0.1 0.158489
0.210017 1676.67 1024.13 -16.6647 485.319 1232.28 -22.6764 6391.58 8987.94 3367.74 3282.04 1925.06 1095.62 0.158489 0.251189
0.332855 367.242 308.248 1.69492 88.7931 173.039 48.5567 1008.6 5218.46 85.6685 803.871 817.891 209.94 0.251189 0.398107
0.52754 359.225 39.5842 30.512 137.648 212.383 44.7689 492.483 1327.21 477.136 756.951 -28.241 476.721 0.398107 0.630957
0.836094 246.842 96.7022 15.7823 193.652 112.687 9.26074 415.867 638.663 -7.40222 324.045 76.541 110.03 0.630957 1
1.32512 177.156 8.34349 2.31398 168.275 16.2259 7.27013 523.56 284.664 295.393 147.625 64.4762 24.5827 1 1.58489
2.10017 104.158 26.2304 0 83.6181 14.558 4.92055 391.764 455.859 131.003 104.329 88.6824 2.00535 1.58489 2.51189
3.32855 49.5733 13.0161 1.9291 47.766 9.83414 9.21535 66.9745 51.4716 64.9837 50.6421 31.6866 2.1878 2.51189 3.98107
5.2754 22.1197 2.85199 2.02643 21.4279 2.87161 4.09392 46.4371 20.079 34.5321 20.1748 10.5207 0.325626 3.98107 6.30957
8.36094 10.7307 4.99418 1.36087 6.64602 6.77508 0.20358 28.0696 32.3963 18.1437 16.0782 7.50208 6.70345 6.30957 10
