#Scale: 0.237873
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 4159.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 2016.18 207.687 106.658 1067.91 289.546 162.943 9221.76 6610.7 1967.03 2642.43 1604.12 368.134 0.1 0.158489
0.210017 770.283 49.6402 31.7319 496.519 90.1379 39.9977 2304.55 1850.88 425.378 1029.19 373.573 142.729 0.158489 0.251189
0.332855 344.222 18.5219 15.752 276.122 36.5517 30.3334 818.366 43.1081 248.169 395.395 136.23 37.5912 0.251189 0.398107
0.52754 182.428 6.1981 5.56444 135.993 13.8728 3.61577 391.503 120.029 63.5323 233.663 60.7705 23.5447 0.398107 0.630957
0.836094 135.987 7.59102 0.796082 114.396 11.8867 1.38415 252.249 125.657 21.9162 157.084 27.6785 8.56635 0.630957 1
1.32512 110.844 9.41032 0.60862 92.2314 13.5609 5.49986 176.444 55.6984 11.246 133.983 20.0053 2.97346 1 1.58489
2.10017 66.4568 5.08569 0.734039 54.7795 6.40399 0.44416 114.2 42.0224 13.093 80.0323 18.9275 5.16281 1.58489 2.51189
3.32855 37.3692 3.27891 0.164715 31.5913 4.59827 0.981781 68.8657 18.5163 3.94789 42.9602 7.12458 1.35051 2.51189 3.98107
5.2754 20.0958 2.14267 -0.011919 17.0354 2.99181 0.864361 34.7875 4.26134 7.39522 23.3422 4.4236 -0.0493698 3.98107 6.30957
8.36094 8.25607 0.993068 0.19981 5.09878 2.24645 0.0731096 20.626 6.65783 2.94441 12.0038 2.57077 1.38509 6.30957 10
