#Scale: 0.850435
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1163.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1051.5 59.7158 43.3084 269.505 73.9363 42.1699 1385.31 43.389 96.0256 585.236 83.1661 -0.252563 0.1 0.158489
0.210017 661.564 35.1895 18.9307 201.565 27.7219 16.727 828.613 41.4906 21.5083 438.131 18.9309 35.6291 0.158489 0.251189
0.332855 389.219 16.5774 14.2553 148.073 -2.76814 29.166 493.113 20.9215 23.5145 243.778 13.9568 12.494 0.251189 0.398107
0.52754 238.865 7.39545 9.28392 64.9506 13.3766 0.43795 293.218 8.64172 13.7523 169.658 8.12469 10.2791 0.398107 0.630957
0.836094 144.574 1.68292 6.95348 69.9776 6.85228 2.86491 172.893 3.17393 9.89452 106.209 0.425079 6.34263 0.630957 1
1.32512 86.7361 1.87212 2.24208 46.5561 5.86906 -0.069046 102.472 1.2178 3.39291 65.2343 3.11928 2.31564 1 1.58489
2.10017 58.8389 0.523861 1.73106 40.4772 1.70002 1.5745 67.0647 0.390907 2.63477 47.2178 1.28922 1.24551 1.58489 2.51189
3.32855 41.0326 0.742397 0.750221 21.1843 2.2347 -0.105211 47.0662 0.709702 1.32463 33.4283 0.824749 1.01958 2.51189 3.98107
5.2754 28.1804 0.874041 0.183594 15.595 2.23564 -0.611613 32.0872 0.895821 0.610195 23.2179 0.773251 0.423027 3.98107 6.30957
8.36094 18.7512 0.483952 0.199722 11.6406 0.594722 0.235081 21.3064 0.496134 0.517597 15.3438 0.60006 0.110147 6.30957 10
