#Scale: 0.663123
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1491.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 398.722 39.2323 7.46344 180.289 13.2908 8.25342 723.461 98.5923 3.12329 350.211 25.991 14.2932 0.1 0.158489
0.210017 277.906 13.9544 11.6534 145.627 4.09016 10.5754 502.301 35.0326 17.9372 234.894 10.8268 14.4905 0.158489 0.251189
0.332855 189.786 6.43639 10.0937 101.364 4.37611 7.1086 330.585 13.9505 20.9966 165.556 5.95721 10.3109 0.251189 0.398107
0.52754 128.207 3.54973 6.36691 74.91 2.76799 5.21948 207.78 7.16518 11.6221 116.206 2.83105 6.77001 0.398107 0.630957
0.836094 82.6279 1.0359 3.76083 53.789 0.784866 3.2266 124.614 2.66113 7.34512 76.6597 0.935173 4.01128 0.630957 1
1.32512 54.3169 0.950573 1.6426 38.0687 0.944412 1.54642 74.9278 1.75278 2.855 52.4509 0.806366 1.82872 1 1.58489
2.10017 37.3106 0.767414 0.799179 28.2626 0.624086 0.870613 47.2929 1.46642 0.909046 37.0064 0.674 1.01514 1.58489 2.51189
3.32855 26.0262 0.517796 0.524654 20.685 0.401989 0.58268 32.5351 0.820309 0.686039 25.5437 0.511362 0.561804 2.51189 3.98107
5.2754 17.7642 0.360054 0.283646 14.0389 0.302032 0.442371 21.5897 0.640348 0.307697 17.7788 0.335051 0.371601 3.98107 6.30957
8.36094 11.3171 0.199776 0.215658 9.06664 0.169031 0.214554 13.8761 0.321289 0.268943 11.2041 0.196115 0.235436 6.30957 10
