#Scale: 0.663123
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1491.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(Q)/W_p(SF)(1) Err+(2) Err-(3) W_p(SF)/W_p(All)(4) Err+(5) Err-(6) W_p(Q)/W_p(All)(7) Err+(8) Err-(9) (10) W_p(SFxQ)/W_p(All)(11) Err+(12) Err-(13) Bin_left_edge(14) Bin_right_edge(15) 
0.132512 4.01278 0.428778 0.0568333 0.452168 0.00772354 0.0292165 1.81445 0.105966 0.0187566 0.878333 0.00318718 0.0444031 0.1 0.158489
0.210017 3.44922 0.379105 0.0921626 0.524017 0.00601876 0.0317831 1.80745 0.0899305 0.0311494 0.84523 0.00938129 0.0340425 0.158489 0.251189
0.332855 3.26134 0.227894 0.197195 0.534098 0.0158565 0.023212 1.74188 0.0727478 0.0610182 0.87233 0.0120338 0.0250894 0.251189 0.398107
0.52754 2.77372 0.18864 0.131851 0.584288 0.0155439 0.0262529 1.62065 0.0637021 0.0445768 0.906389 0.00934815 0.0204659 0.398107 0.630957
0.836094 2.31673 0.117852 0.0948999 0.650978 0.0114923 0.0188517 1.50814 0.0468389 0.0373878 0.92777 0.00945592 0.017005 0.630957 1
1.32512 1.96822 0.0754074 0.0682077 0.700864 0.0117627 0.0175696 1.37946 0.0332904 0.0243402 0.965646 0.00518698 0.0128496 1 1.58489
2.10017 1.67334 0.0642952 0.0190855 0.757494 0.00631744 0.0154128 1.26755 0.0280744 0.00939775 0.991846 0.00349337 0.0130958 1.58489 2.51189
3.32855 1.57289 0.0475307 0.022998 0.794775 0.00617325 0.0151439 1.25009 0.0192245 0.0130868 0.981462 0.00523746 0.00658876 2.51189 3.98107
5.2754 1.53785 0.0653135 0.0165834 0.790292 0.0058198 0.0186167 1.21535 0.0297319 0.00833452 1.00082 0.00236607 0.00853842 3.98107 6.30957
8.36094 1.53046 0.0431981 0.0207266 0.801143 0.00681168 0.0124034 1.22612 0.0177891 0.0127153 0.990011 0.00475836 0.00702751 6.30957 10
