#Scale: 0.941560
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1050.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 445.385 29.2993 14.5326 201.308 5.45042 17.2379 755.751 37.357 57.5187 363.703 9.76419 31.7582 0.1 0.158489
0.210017 328.366 14.1638 16.046 138.733 5.03986 11.1139 569.134 8.8241 59.5708 265.123 7.43301 23.7888 0.158489 0.251189
0.332855 234.692 8.88319 11.934 111.681 1.15262 10.533 392.301 8.03314 38.8162 192.818 2.25238 18.7567 0.251189 0.398107
0.52754 169.744 4.37164 9.57404 81.9944 2.08649 6.21655 276.97 0 31.5449 142.965 0.100555 13.5316 0.398107 0.630957
0.836094 113.839 2.07141 5.52872 63.2861 1.4277 3.75862 176.007 -0.231689 18.5764 98.1781 -0.674934 8.55042 0.630957 1
1.32512 70.3627 1.01636 2.13786 45.0152 0.69249 2.63078 98.9769 0.398018 7.09585 64.0293 -0.108425 3.80339 1 1.58489
2.10017 44.7181 0.40852 1.03164 32.0928 0.229118 1.48891 58.1067 0.408768 3.14596 42.0767 -0.143959 1.88243 1.58489 2.51189
3.32855 30.1778 0.317856 0.490076 22.6709 0.167162 0.952793 37.6059 0.102982 1.69205 28.9237 0.127914 0.880873 2.51189 3.98107
5.2754 20.8214 0.277615 0.24596 15.7296 0.118955 0.585491 25.7751 0.323383 0.835014 20.0211 0.111576 0.625643 3.98107 6.30957
8.36094 14.2465 0.110168 0.237855 10.6502 0.110078 0.434607 17.6764 0.0635281 0.802004 13.7223 -0.000566483 0.482072 6.30957 10
