#Scale: 0.141685
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 6982.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 18273.3 9381.85 6718.66 18440 9365.97 6647.04 -160 160 0 -160 4185.31 0 0.1 0.158489
0.210017 2725.39 1290.03 1014.93 2751.48 1173 1220.47 -160 160 0 -160 1143.18 0 0.158489 0.251189
0.332855 2040.07 1028.22 816.225 2059.97 1032.21 828.826 -160 160 0 -160 160 0 0.251189 0.398107
0.52754 1154.59 466.726 274.681 1166.48 455.87 286.972 -160 160 0 -160 160 0 0.398107 0.630957
0.836094 411.636 -4.20929 171.92 416.806 -0.225616 177.09 -160 160 0 -160 160 0 0.630957 1
1.32512 223.882 81.401 65.1859 227.354 78.1712 62.3973 -160 160 0 -160 160 0 1 1.58489
2.10017 60.821 -7.86556 118.677 57.9768 -2.71413 114.463 -160 160 0 376.479 -347.746 445.525 1.58489 2.51189
3.32855 56.2087 27.3068 13.7658 56.487 27.752 15.3499 -160 160 0 25.854 66.5781 25.854 2.51189 3.98107
5.2754 28.1136 4.7987 9.30327 29.0744 4.77385 11.2069 -160 160 0 -77.9325 125.892 -77.9325 3.98107 6.30957
8.36094 -2.64527 13.9451 2.263 -3.20166 14.5103 3.55014 -160 160 0 59.3672 -21.3779 59.3672 6.30957 10
