#Scale: 0.602373
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1642.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 937.18 80.069 29.087 386.845 19.0182 41.2628 1387.2 126.284 62.494 534.711 49.3544 12.3074 0.1 0.158489
0.210017 613.7 50.3353 27.7117 214.491 22.9651 9.43001 850.105 78.6664 30.8298 426.042 25.7761 33.9484 0.158489 0.251189
0.332855 353.549 17.3623 15.5704 137.113 13.9021 12.6395 481.636 25.5304 22.3748 251.904 11.8802 9.05426 0.251189 0.398107
0.52754 199.387 6.83592 9.78468 93.8801 -0.886536 14.5825 265.811 14.9146 10.3721 145.222 2.291 11.6475 0.398107 0.630957
0.836094 113.229 3.49928 4.14304 63.9217 3.06741 4.71484 145.645 5.9857 5.1082 86.3241 2.75165 2.97324 0.630957 1
1.32512 79.92 0.645004 4.08054 48.9783 0.598995 3.26315 100.704 0.503517 5.2921 62.525 0.71701 3.06627 1 1.58489
2.10017 51.957 1.54493 1.51192 31.7717 1.2067 2.19905 61.7648 1.95553 1.36391 44.9531 1.23116 1.87204 1.58489 2.51189
3.32855 38.7106 0.997307 1.03907 25.3246 0.738806 1.37897 45.4778 1.30772 0.775379 33.7614 0.737793 1.63049 2.51189 3.98107
5.2754 26.07 0.615025 0.833128 14.854 0.57564 1.2585 31.2015 0.965141 0.491959 22.5469 0.278801 1.40694 3.98107 6.30957
8.36094 16.2272 0.378271 0.55569 10.3532 0.314525 1.17328 19.0888 0.456051 0.473923 14.1804 0.317607 0.54047 6.30957 10
