#Scale: 0.546685
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1809.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 433.379 45.7654 6.03485 221.6 21.0149 12.6317 814.788 127.051 0.357056 404.973 31.1378 19.4495 0.1 0.158489
0.210017 276.387 21.5771 8.58279 144.673 13.7002 8.17331 529.256 57.1323 8.9176 252.276 15.0235 17.0234 0.158489 0.251189
0.332855 175.424 9.37634 7.00829 95.2695 4.50645 7.26043 312.632 25.3149 7.91953 167.615 7.61635 11.71 0.251189 0.398107
0.52754 114.911 3.66386 5.09045 71.4568 2.23006 5.07701 187.92 7.49872 7.6971 111.243 3.74619 6.53785 0.398107 0.630957
0.836094 71.4073 2.22903 2.37302 48.7807 1.66797 3.10315 106.403 3.79869 3.50197 70.741 2.13398 2.80813 0.630957 1
1.32512 49.6596 1.65275 1.07182 36.4445 1.11102 1.68659 68.121 3.53307 0.670914 50.0847 1.50077 1.43657 1 1.58489
2.10017 35.4176 1.04608 0.614235 26.9927 0.552555 1.03834 48.0126 2.36824 0.19035 35.3486 0.963127 0.829376 1.58489 2.51189
3.32855 24.2818 0.800766 0.296471 19.4975 0.445818 0.815794 30.8861 1.68453 -0.232574 24.4682 0.764704 0.43051 2.51189 3.98107
5.2754 16.2315 0.513098 0.198112 12.9727 0.245046 0.600092 20.7467 0.887789 -0.0449944 16.3517 0.576374 0.226498 3.98107 6.30957
8.36094 9.82737 0.362381 0.060895 7.7103 0.153819 0.32288 12.5628 0.868601 -0.0804462 9.98671 0.364849 0.139983 6.30957 10
