#Scale: 0.136623
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 7241.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 7351.23 709.312 5013.7 7481.46 848.779 6470.01 -160 160 0 -160 160 0 0.1 0.158489
0.210017 14888.4 1744.44 4649.12 15149.3 2388.06 4961.45 -160 160 0 -160 160 0 0.158489 0.251189
0.332855 4695.34 -706.725 4826.74 4779.52 -712.229 4910.93 -160 160 0 -160 160 0 0.251189 0.398107
0.52754 704.777 389.547 840.344 719.77 409.839 855.575 -160 160 0 -160 160 0 0.398107 0.630957
0.836094 606.171 -55.8736 726.628 619.455 -10.4792 739.961 -160 160 0 -160 160 0 0.630957 1
1.32512 134.448 144.807 76.1119 134.571 145.346 176.017 -160 160 0 128.558 -74.6059 163.062 1 1.58489
2.10017 -37.3551 46.8419 56.2177 -35.2286 46.1499 59.1249 -160 160 0 -160 160 0 1.58489 2.51189
3.32855 -35.3729 6.15099 95.5827 -33.2121 5.71222 97.7435 -160 160 0 -160 160 0 2.51189 3.98107
5.2754 57.7812 0.534279 74.6101 61.5415 5.32376 77.832 -160 160 0 -159.098 159.098 -12.0582 3.98107 6.30957
8.36094 61.0929 87.7665 7.29436 63.046 85.8134 6.87806 -160 160 0 -51.0893 95.3173 -51.0893 6.30957 10
