#Scale: 0.888404
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1113.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1056.4 40.2419 46.9867 461.269 50.6802 27.9178 1381.04 36.9766 111.054 588.085 37.1672 33.7682 0.1 0.158489
0.210017 648.208 26.9155 31.1813 232.648 49.4179 3.89177 841.463 15.6111 66.6334 378.38 22.1257 19.3798 0.158489 0.251189
0.332855 393.211 21.4138 10.1923 146.259 9.76936 16.4929 500.666 20.9436 26.9377 245.504 11.9043 14.4441 0.251189 0.398107
0.52754 247.954 5.10829 11.6926 105.321 3.26826 9.83701 310.639 4.24399 24.3585 161.577 5.2793 9.23929 0.398107 0.630957
0.836094 147.333 4.45108 4.4082 75.2911 2.39816 6.24444 176.322 3.27145 10.2713 108.276 5.83725 2.01151 0.630957 1
1.32512 87.0087 1.33008 2.68253 51.0376 4.84671 -0.0950661 102.187 -0.0484238 5.96194 66.303 2.67838 1.26409 1 1.58489
2.10017 57.9767 1.32212 1.03678 39.8834 0.584843 2.48591 65.1382 0.574905 2.27839 48.3715 2.19124 0.182602 1.58489 2.51189
3.32855 41.7062 0.74147 0.686707 26.228 0 1.88916 46.0514 1.07837 0.859158 36.536 0.0623703 1.77918 2.51189 3.98107
5.2754 28.1209 0.918821 0.166634 17.2659 1.64331 0.499334 31.1412 0.727688 0.4247 24.5421 0.870363 0.760229 3.98107 6.30957
8.36094 18.8813 0.594559 0.152863 13.4652 0.00988293 0.976999 20.7291 0.686258 0.135939 16.5121 0.248758 0.74353 6.30957 10
