#Scale: 0.698560
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1416.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 404.014 31.6756 10.6091 203.093 10.3021 9.7536 713.587 76.155 9.22198 340.427 21.9952 13.4357 0.1 0.158489
0.210017 277.309 15.3622 11.4568 146.874 5.72205 11.5089 480.266 35.4723 17.613 234.998 11.4089 12.3198 0.158489 0.251189
0.332855 191.677 7.12727 9.11766 101.015 5.12994 6.21116 330.088 15.2587 17.2713 163.648 6.71883 9.87625 0.251189 0.398107
0.52754 132.542 2.60027 6.97948 76.4445 1.89403 5.28324 214.466 5.08012 13.9976 117.126 2.87804 6.37609 0.398107 0.630957
0.836094 87.8836 1.11501 3.98111 55.1151 1.26419 3.50338 131.416 2.75269 7.3395 81.1191 1.00804 4.43147 0.630957 1
1.32512 56.264 0.794395 1.94556 38.8673 0.665752 1.94757 77.05 1.46147 2.72641 53.878 0.724541 2.00231 1 1.58489
2.10017 37.9181 0.664177 0.871555 28.3551 0.482943 0.935173 48.8991 1.13679 1.0325 36.8372 0.684357 0.91964 1.58489 2.51189
3.32855 26.7086 0.559216 0.479149 20.5891 0.393387 0.580921 33.484 0.861801 0.443336 26.1474 0.559544 0.480703 2.51189 3.98107
5.2754 18.2719 0.341351 0.321016 14.1195 0.266887 0.45938 22.5043 0.648867 0.246767 18.0803 0.285463 0.324982 3.98107 6.30957
8.36094 11.7701 0.206588 0.183718 9.15946 0.148365 0.251181 14.7911 0.30654 0.229893 11.463 0.219212 0.194842 6.30957 10
