#Scale: 0.253060
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3909.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1813.33 137.258 98.5598 1117.1 92.632 142.696 5894.03 2770.69 763.577 2122.91 947.174 300.379 0.1 0.158489
0.210017 695.885 42.076 38.8778 493.981 19.8332 53.5235 1901.82 864.092 333.237 781.781 319.279 76.5807 0.158489 0.251189
0.332855 262.5 13.7793 14.0871 191.717 22.1527 4.96054 536.764 90.3931 61.9798 318.164 68.0595 41.1393 0.251189 0.398107
0.52754 172.195 7.91855 3.41959 136.338 16.393 3.43512 317.838 43.0214 52.752 199.24 29.2957 10.268 0.398107 0.630957
0.836094 135.467 6.96199 2.8502 118.816 7.74435 5.27557 208.608 39.6868 15.8557 147.078 22.0025 3.36276 0.630957 1
1.32512 97.7307 5.70963 2.01476 77.1084 7.80582 2.59591 192.182 45.9215 16.5044 111.446 20.0692 4.09082 1 1.58489
2.10017 60.4278 3.88946 0.726009 46.2536 5.67794 -0.0340767 120.354 21.1511 14.6647 70.7136 14.4902 4.33807 1.58489 2.51189
3.32855 35.6391 1.92737 0.845364 28.6708 2.52879 1.25775 67.514 14.9519 5.90865 40.2807 6.77841 1.87577 2.51189 3.98107
5.2754 19.8529 0.851521 0.647003 15.4215 1.39768 0.608314 35.6145 6.942 4.69952 23.5804 3.30431 1.43503 3.98107 6.30957
8.36094 8.66296 0.420252 0.420219 5.8468 1.14853 0.579519 18.7022 1.697 2.02007 11.0278 1.72421 1.17357 6.30957 10
