#Scale: 0.597310
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1656.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 261.579 26.373 6.46892 167.618 12.2991 8.99391 594.531 103.458 14.3687 293.038 30.3663 7.89197 0.1 0.158489
0.210017 191.037 15.738 6.41992 123.408 9.02515 10.2024 447.683 63.7535 11.0328 209.897 19.6508 6.00928 0.158489 0.251189
0.332855 140.714 8.09708 5.13445 89.8881 6.44341 5.41704 300.526 32.3488 11.5651 162.248 9.02171 6.41235 0.251189 0.398107
0.52754 98.0643 3.62283 4.12188 67.8441 3.29394 4.17642 197.048 13.8621 13.3775 109.985 3.99169 4.12015 0.398107 0.630957
0.836094 65.501 1.64716 2.31142 48.563 1.69127 2.35837 118.934 6.28619 6.62331 72.638 1.88713 2.43134 0.630957 1
1.32512 42.4963 1.37538 0.765987 33.8888 1.31288 0.955547 69.1302 2.31245 2.91818 46.2388 1.83566 0.615463 1 1.58489
2.10017 30.0025 0.889345 0.37199 25.2756 0.855566 0.612553 42.8681 1.90415 0.502518 32.4492 1.01266 0.292282 1.58489 2.51189
3.32855 20.8098 0.629095 0.206335 17.4687 0.549297 0.394697 30.3194 1.47876 0.233316 22.4467 0.698503 0.124399 2.51189 3.98107
5.2754 14.2492 0.458628 0.0591898 12.1947 0.356546 0.294909 19.6569 0.884003 0.068985 15.3536 0.611357 -0.0545301 3.98107 6.30957
8.36094 8.89422 0.314512 0.0862122 7.50219 0.290102 0.171556 12.5543 0.419899 0.118529 9.64337 0.398325 0.0097332 6.30957 10
