#Scale: 0.455560
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2171.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 491.086 45.2627 13.2186 270.41 16.756 18.0915 1017.98 136.439 17.1119 460.036 39.9474 31.2847 0.1 0.158489
0.210017 301.698 20.0826 13.5439 155.62 8.34177 13.5789 613.407 54.9818 16.3251 294.281 19.2189 21.0855 0.158489 0.251189
0.332855 178.084 10.3063 7.54593 102.886 4.6799 9.16274 333.097 31.1337 9.21027 176.197 9.43857 10.7949 0.251189 0.398107
0.52754 104.978 4.63738 4.4088 68.1148 2.16329 5.16105 175.879 14.1702 4.02234 105.857 3.57883 6.73899 0.398107 0.630957
0.836094 69.013 2.48327 1.97662 49.7043 1.33814 2.32238 104.926 6.97906 2.12909 69.9071 1.96809 2.62473 0.630957 1
1.32512 49.0849 1.79185 0.904343 37.5634 1.03501 1.15534 70.7969 3.76297 1.19329 49.5179 1.81625 0.97385 1 1.58489
2.10017 35.6646 1.42245 0.410942 28.2782 0.758017 1.02621 48.9856 3.57386 -0.181828 36.1543 1.32643 0.477295 1.58489 2.51189
3.32855 24.4895 0.625511 0.43918 19.2412 0.46904 0.763035 32.4718 1.52461 0.294651 25.363 0.525318 0.557276 2.51189 3.98107
5.2754 15.4515 0.397794 0.239972 12.0198 0.199259 0.482306 21.2324 0.69618 0.36105 15.8237 0.502935 0.242913 3.98107 6.30957
8.36094 8.59817 0.296724 0.0888538 6.2029 0.196824 0.182318 12.3728 0.735652 0.00500488 8.95019 0.258453 0.188445 6.30957 10
