#Scale: 0.744123
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1329.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 999.77 54.9096 38.4064 456.611 40.0173 32.4176 1323.55 93.2976 44.0751 584.885 -3.24774 67.1227 0.1 0.158489
0.210017 570.03 28.7271 25.1725 190.164 21.3821 5.90814 765.071 29.0531 42.8472 328.598 21.9864 7.90424 0.158489 0.251189
0.332855 377.305 8.37112 25.3177 170.862 0 25.0901 496.363 12.0934 24.5804 225.83 -1.35242 23.8887 0.251189 0.398107
0.52754 215.567 4.75238 9.96158 104.485 0.0874252 12.8957 271.865 4.73441 12.4142 146.11 6.52496 10.2069 0.398107 0.630957
0.836094 133.38 4.96788 4.25818 68.2587 0.395096 9.12267 160.385 4.99689 5.61746 101.971 4.28548 5.04337 0.630957 1
1.32512 84.9723 1.34081 2.98683 56.7464 1.83029 2.03993 97.599 1.63518 3.02228 69.9283 0.58551 3.94166 1 1.58489
2.10017 57.1213 1.12682 1.2863 38.1816 -0.735657 3.63287 65.1863 1.60364 1.15575 47.659 0.736061 1.93655 1.58489 2.51189
3.32855 40.0205 0.687248 0.751678 27.2018 -0.157402 1.811 44.06 0.717365 0.648697 35.8181 0.532478 1.13685 2.51189 3.98107
5.2754 27.4687 0.763189 0.409683 18.6861 0.0868034 1.46118 30.7348 1.02071 0.167347 23.816 0.411545 0.943701 3.98107 6.30957
8.36094 17.974 0.460695 0.293226 12.8126 0.356387 0.84855 19.8498 0.545887 0.23377 15.895 0.278803 0.477811 6.30957 10
