#Scale: 0.440372
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2246.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 943.182 126.218 26.2418 394.556 86.664 1.20013 1800.4 196.046 125.054 670.417 77.0579 18.588 0.1 0.158489
0.210017 516.48 65.3283 11.9062 193.289 29.6842 0.459518 944.153 131.156 22.4458 401.374 40.9333 37.3203 0.158489 0.251189
0.332855 298.547 34.6354 11.55 130.77 6.30049 14.3137 521.561 50.6656 29.4313 238.204 29.2197 9.18486 0.251189 0.398107
0.52754 167.187 13.2282 6.86743 95.0531 7.90852 4.88036 263.467 16.3755 15.0474 141.008 8.01906 7.78738 0.398107 0.630957
0.836094 103.911 8.20376 3.1673 62.2887 5.17978 0.957954 143.663 11.9554 5.81998 98.1218 5.55674 4.66646 0.630957 1
1.32512 68.6628 5.4147 1.55447 40.8114 3.09896 1.28028 90.1725 8.84187 0.517593 67.7908 2.89674 3.57087 1 1.58489
2.10017 48.9215 3.41468 0.955601 30.3238 1.74069 0.989767 67.9944 4.17834 1.2058 45.5624 3.07372 1.52355 1.58489 2.51189
3.32855 33.6022 1.96515 0.711906 24.2146 0.856419 1.00518 44.0787 2.68976 1.29356 31.4064 1.60307 0.644506 2.51189 3.98107
5.2754 21.357 1.14965 0.72258 14.1606 0.751356 1.11563 28.5462 1.29878 1.16211 20.1698 0.916546 0.587236 3.98107 6.30957
8.36094 12.418 0.696419 0.390685 9.55369 0.472161 0.693113 15.8165 0.897758 0.54039 11.6288 0.526046 0.443392 6.30957 10
