#Scale: 0.425185
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2326.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 330.601 39.5043 13.1829 201.737 21.4818 13.0826 892.135 157.089 22.0945 381.072 50.2056 19.2756 0.1 0.158489
0.210017 207.941 22.5895 8.28421 132.743 14.4783 10.4974 477.224 85.0723 -0.274231 249 29.7104 12.2514 0.158489 0.251189
0.332855 130.827 11.1587 4.6643 89.3335 7.87164 6.84785 286.147 41.4297 3.77811 152.145 15.0203 7.94626 0.251189 0.398107
0.52754 85.8406 4.8733 2.32942 65.5897 2.47336 5.46809 163.745 23.8423 1.43344 95.8271 7.62208 1.59898 0.398107 0.630957
0.836094 56.3779 2.89386 0.915218 43.9789 2.2751 1.84061 98.5141 12.0799 -0.584404 63.5976 3.5105 1.63449 0.630957 1
1.32512 38.3151 2.05132 0.331497 31.5763 2.04841 1.34369 59.6429 5.30906 0.449955 42.5517 2.23857 -0.169186 1 1.58489
2.10017 27.7275 1.45126 0.242081 22.857 1.11334 0.662607 43.3145 3.6291 -0.120308 30.7553 1.73118 0 1.58489 2.51189
3.32855 18.224 1.19895 -0.0630341 15.1323 0.867352 0.471419 27.8151 3.39945 -0.76667 20.2059 1.59045 -0.286667 2.51189 3.98107
5.2754 11.5282 0.648811 0.0398827 9.71707 0.617306 0.3355 16.3664 1.50524 -0.198635 12.8441 0.762481 -0.0810785 3.98107 6.30957
8.36094 6.0423 0.469207 0.0161572 4.72327 0.429955 0.202248 9.49524 1.27057 -0.0648518 7.01458 0.562295 -0.0178323 6.30957 10
