#Scale: 0.172060
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 5749.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 4782.03 2213.44 1009.79 3966.74 2631.23 1016.41 15169.2 -13571.4 15329.2 11274.6 1613.03 11274.6 0.1 0.158489
0.210017 7422.74 22822.3 -1411.36 7466.17 23077.4 -1867.68 -160 160 0 7287.42 25772.2 7287.42 0.158489 0.251189
0.332855 2630.16 2811.84 58.1934 2948.16 2932.25 407.788 -160 160 0 59.9638 9711.33 59.9638 0.251189 0.398107
0.52754 161.966 37.8443 84.7699 177.408 70.8072 88.8304 -160 160 0 42.7429 -24.0448 202.743 0.398107 0.630957
0.836094 190.542 1.3896 100.927 129.337 48.6062 81.3949 -160 423.946 0 711.801 3.53607 711.801 0.630957 1
1.32512 372.755 26.7151 96.7423 427.088 29.4457 137.539 -133.71 133.71 26.2899 -65.4947 330.693 94.5053 1 1.58489
2.10017 130.553 18.2137 14.5723 121.247 23.7359 27.4752 -159.923 209.131 0.0767365 216.918 174.255 216.918 1.58489 2.51189
3.32855 27.5414 -1.00794 33.0501 22.3588 10.4503 31.3521 -158.228 62.1596 1.77235 76.3564 9.97227 195.05 2.51189 3.98107
5.2754 3.06732 -1.78553 30.0226 8.5778 -2.03461 34.2236 226.684 -113.901 386.684 -49.6177 64.4851 46.4225 3.98107 6.30957
8.36094 13.195 7.35391 6.01177 9.90257 9.54481 4.73006 366.127 -25.5783 526.127 30.0975 19.31 90.6361 6.30957 10
