#Scale: 0.632748
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1563.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 939.635 84.2841 29.4955 374.384 13.9488 28.4834 1340.22 136.035 30.0784 542.518 41.3326 45.2282 0.1 0.158489
0.210017 606.382 45.3125 25.0233 288.738 -3.31442 53.4525 834.804 68.8775 28.151 379.015 27.4453 21.0316 0.158489 0.251189
0.332855 341.218 13.3012 15.4886 158.611 12.8284 8.3963 454.649 25.8508 16.4987 233.21 4.29343 24.0337 0.251189 0.398107
0.52754 205.992 6.92784 9.10625 88.9069 5.80279 6.53577 273.687 8.98608 10.6386 143.128 5.91585 12.9404 0.398107 0.630957
0.836094 122.374 4.00954 4.78436 65.4889 5.49654 2.07817 154.058 4.30161 6.40414 93.3619 4.04179 4.33313 0.630957 1
1.32512 75.762 1.05743 3.44061 43.3564 1.87891 3.8634 90.869 1.9614 3.26519 62.9696 0 3.63383 1 1.58489
2.10017 55.0726 1.06675 1.8674 35.7699 1.7669 1.23908 63.9324 1.67299 1.68746 47.629 0.242657 2.42204 1.58489 2.51189
3.32855 38.5215 0.971767 0.970135 24.6066 1.288 0.929066 43.6481 1.07016 1.1748 34.755 0.780922 1.11121 2.51189 3.98107
5.2754 26.0443 0.877239 0.467312 16.2012 0.0848713 1.30915 29.6396 1.35137 0.217613 23.4195 0.553219 1.15506 3.98107 6.30957
8.36094 16.6909 0.434725 0.471182 10.8587 0.0604267 1.0867 18.9497 0.554371 0.49305 14.9727 0.47954 0.660669 6.30957 10
