#Scale: 0.465685
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2124.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 288.241 41.2957 7.60574 183.205 22.357 13.7477 691.229 153.192 -0.500549 331.946 45.8706 13.0944 0.1 0.158489
0.210017 199.579 20.6191 5.65726 129.144 8.12939 9.99979 483.53 83.5213 1.98999 226.049 26.4389 7.68445 0.158489 0.251189
0.332855 127.991 11.6561 2.54444 90.5473 6.99774 5.3544 272.169 45.682 1.61575 143.463 13.5744 2.6841 0.251189 0.398107
0.52754 85.7918 5.52639 1.85811 64.2885 4.41766 3.4533 160.099 19.4897 1.3905 96.433 6.05285 1.96904 0.398107 0.630957
0.836094 56.3159 2.90023 0.603626 44.5362 2.4402 1.63415 95.8334 8.46573 1.80681 62.3909 3.58899 0.589302 0.630957 1
1.32512 38.6141 1.71863 0.350956 32.4265 1.53381 0.985083 57.4381 4.53204 0.0204773 42.2053 1.93544 0.179169 1 1.58489
2.10017 27.7378 1.37781 0.146049 23.7773 1.17065 0.543045 40.5799 3.72526 -0.394936 29.8726 1.47526 -0.0192471 1.58489 2.51189
3.32855 18.7471 1.01228 -0.00914001 15.8359 0.824973 0.307143 27.2498 2.44291 -0.234182 20.5099 1.13675 -0.104126 2.51189 3.98107
5.2754 12.186 0.468019 0.0790377 10.2359 0.386927 0.332455 17.9286 1.17389 0.278481 13.3574 0.635351 -0.0459957 3.98107 6.30957
8.36094 7.30581 0.312734 0.128189 6.19821 0.292646 0.279329 10.4645 0.803654 0.0907612 7.99258 0.358643 0.018095 6.30957 10
