#Scale: 0.253060
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3909.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 795.76 88.1679 61.4658 516.185 108.744 31.0485 3108.13 1931.53 446.267 1211.77 766.242 145.095 0.1 0.158489
0.210017 390.877 36.832 25.1156 280.008 40.1489 14.1983 1376.56 1225.59 183.738 548.583 332.607 79.2132 0.158489 0.251189
0.332855 180.343 6.40921 7.11009 138.846 19.3916 5.84843 427.939 200.717 83.7906 252.207 57.8085 19.0692 0.251189 0.398107
0.52754 120.784 5.12782 3.46342 104.017 12.0298 5.33836 250.807 88.0899 33.0719 146.649 16.4654 6.42076 0.398107 0.630957
0.836094 91.6229 2.96577 2.98402 81.8135 5.05679 3.3234 175.962 43.9258 25.2177 105.88 17.0266 2.90027 0.630957 1
1.32512 62.374 2.9086 2.98034 51.9362 6.84806 0.520908 135.793 42.6111 25.3217 79.2714 10.5922 6.56517 1 1.58489
2.10017 37.9081 1.74092 1.01957 31.4326 3.80539 0.309557 82.5288 20.6591 10.8104 48.4888 8.88811 3.29071 1.58489 2.51189
3.32855 22.8079 0.920135 1.03814 19.636 1.61936 0.634808 45.6486 12.7123 4.67959 27.8865 5.77422 2.54686 2.51189 3.98107
5.2754 11.718 0.511193 0.759877 9.36879 1.16961 0.580734 29.8212 3.3635 6.05706 15.3535 3.24645 1.16351 3.98107 6.30957
8.36094 4.59682 0.296412 0.381882 3.2555 0.652948 0.268759 13.6666 3.29371 2.37295 6.80653 2.06926 0.813211 6.30957 10
