#Scale: 0.288498
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3429.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1134.77 64.7902 84.8934 638.128 10.403 99.2303 3099.18 826.628 320.986 1213.61 278.397 105.624 0.1 0.158489
0.210017 550.902 27.5245 46.0565 296.64 19.0727 37.3976 1386.25 265.498 164.269 630.808 122.741 78.9084 0.158489 0.251189
0.332855 249.551 9.15053 19.8321 172.229 9.14978 11.9748 527.868 94.0944 38.6811 268.214 37.1621 40.3864 0.251189 0.398107
0.52754 156.772 7.82227 4.91472 108.605 11.0744 2.69544 297.318 29.2285 20.4654 176.02 21.9392 13.1215 0.398107 0.630957
0.836094 109.674 3.16872 3.07663 91.4421 2.25509 4.26956 171.189 33.4609 8.27452 115.029 9.42182 5.12514 0.630957 1
1.32512 75.001 2.36604 2.15203 60.5692 2.78181 3.30119 119.732 23.5751 4.13535 80.1598 4.64932 3.13071 1 1.58489
2.10017 48.643 2.03538 1.07748 36.5364 1.27414 1.23031 85.2648 16.5212 5.38841 53.18 5.69193 2.00658 1.58489 2.51189
3.32855 29.9552 0.788908 0.879379 23.0908 1.21673 0.878609 48.0157 7.34113 2.9498 33.1555 1.93165 1.46206 2.51189 3.98107
5.2754 17.1469 0.536709 0.444378 12.7958 0.951038 0.254643 27.8269 2.11187 1.42317 19.3538 1.40068 1.02728 3.98107 6.30957
8.36094 8.48744 0.404325 0.296175 5.76623 0.611986 0.319626 15.766 2.37912 1.06319 9.72855 0.932969 0.564343 6.30957 10
