#Scale: 0.842842
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1173.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 433.364 29.8397 12.1364 198.812 10.7248 12.9014 732.18 56.6159 20.9089 354.686 19.649 16.5491 0.1 0.158489
0.210017 317.231 14.2419 13.6863 142.34 5.90849 8.66119 549.172 24.7518 33.3801 253.142 10.1763 14.4603 0.158489 0.251189
0.332855 225.525 6.89185 12.3583 111.615 0.356476 9.30735 383.276 10.0101 29.8147 179.815 5.50664 9.19838 0.251189 0.398107
0.52754 155.246 2.56218 9.44455 81.3367 2.22382 4.97722 251.603 2.96767 22.6408 129.148 2.7597 7.2291 0.398107 0.630957
0.836094 103.551 1.17799 5.27267 56.7004 1.98795 2.00965 157.889 1.4321 12.3263 91.0113 1.18738 4.68063 0.630957 1
1.32512 65.2226 0.559036 2.40736 41.7817 1.28134 0.947498 92.6555 0.042923 6.27952 58.803 0.94109 2.06981 1 1.58489
2.10017 41.6283 0.517979 0.909027 29.5372 0.820835 0.700277 54.7196 0.494141 2.27312 38.9457 0.674927 0.782967 1.58489 2.51189
3.32855 28.4861 0.453955 0.381454 21.0036 0.561338 0.318729 35.7017 0.789528 0.635143 27.3521 0.376417 0.57881 2.51189 3.98107
5.2754 19.6536 0.390005 0.17893 14.8085 0.348461 0.267091 24.4285 0.619625 0.399178 18.8584 0.337206 0.210297 3.98107 6.30957
8.36094 13.3429 0.144001 0.211993 9.96304 0.21227 0.228755 16.7163 0.104628 0.5047 12.7629 0.207077 0.214528 6.30957 10
