#Scale: 0.187248
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 5283.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1738.1 133.092 185.32 1361.23 354.927 190.979 6297.28 4396.82 6457.28 5155.85 13815 2741.32 0.1 0.158489
0.210017 787.191 44.0783 60.09 691.428 99.7529 58.3322 3020.68 1214.46 3180.68 1627.05 4907.23 651.145 0.158489 0.251189
0.332855 400.44 40.4543 29.8054 344.745 72.2106 32.1597 2488.32 260.123 2648.32 867.889 1216.65 312.986 0.251189 0.398107
0.52754 259.858 46.4091 -1.37152 226.372 68.2625 -13.5367 516.647 279.899 676.647 567.492 495.108 187.61 0.398107 0.630957
0.836094 175.728 12.9435 6.00192 163.201 20.8451 6.25452 325.341 137.629 485.341 289.379 105.917 95.702 0.630957 1
1.32512 97.6788 3.55931 2.42033 89.0369 10.4855 1.55534 179.691 -22.0415 339.691 176.652 6.63927 132.682 1 1.58489
2.10017 66.3309 2.31285 2.10146 61.598 4.61524 1.45453 42.5918 77.3205 202.592 111.411 140.652 29.6554 1.58489 2.51189
3.32855 25.9128 3.74136 -0.833738 24.9499 4.29239 -0.775362 48.3247 15.561 208.325 34.3591 8.52081 39.5501 2.51189 3.98107
5.2754 12.7385 1.48769 -0.0172482 12.7816 1.16653 1.05375 19.802 52.4596 179.802 12.1461 13.625 20.0175 3.98107 6.30957
8.36094 1.83254 1.00257 0.385425 1.42548 1.14652 0.890964 13.162 45.7267 173.162 5.3539 7.17895 3.24563 6.30957 10
