#Scale: 0.728935
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1357.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 396.59 32.067 11.3507 208.448 6.0043 11.8471 683.142 81.5518 6.49158 331.494 17.9658 13.8171 0.1 0.158489
0.210017 286.147 11.1615 12.5662 139.585 4.58673 8.09161 496.426 23.7387 24.0271 242.353 9.5441 13.5017 0.158489 0.251189
0.332855 195.998 6.85237 8.70345 101.673 3.27266 6.83565 328.594 17.0858 14.5247 169.275 5.57745 10.4612 0.251189 0.398107
0.52754 140.223 2.01851 7.61241 80.8359 2.0565 5.72083 226.203 5.63966 13.1572 122.063 0.923828 8.13933 0.398107 0.630957
0.836094 90.6697 0.996567 4.40491 55.7367 1.26235 3.3111 133.828 2.29919 7.87418 83.9517 0.65873 4.72115 0.630957 1
1.32512 58.0271 0.818169 2.00468 40.2466 0.944847 1.41168 79.5309 1.2211 2.96198 54.8554 0.588024 2.27474 1 1.58489
2.10017 38.8634 0.830765 0.822964 29.6695 0.609163 0.95043 49.1903 1.4525 0.54697 37.6468 0.652344 0.988136 1.58489 2.51189
3.32855 26.9601 0.589624 0.447887 21.0133 0.568367 0.564045 32.9982 1.07839 0.301815 26.5159 0.419575 0.547125 2.51189 3.98107
5.2754 18.6487 0.353979 0.33992 14.8835 0.183708 0.463059 22.5498 0.576494 0.169338 18.3258 0.320684 0.360088 3.98107 6.30957
8.36094 12.1393 0.197906 0.202859 9.70616 0.110761 0.34115 14.8042 0.331974 0.155789 11.8538 0.185489 0.221992 6.30957 10
