#Scale: 0.766904
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1290.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1006.93 53.716 49.5602 323.052 53.9657 4.24744 1385.53 38.3651 88.9073 504.084 57.5833 7.05637 0.1 0.158489
0.210017 596.506 31.7761 19.394 259.779 12.597 21.1572 802.784 37.2388 30.6446 316.96 17.1386 14.5281 0.158489 0.251189
0.332855 360.776 10.0335 18.6591 103.284 14.1233 6.93198 470.236 10.7582 24.7352 224.683 5.50087 17.0067 0.251189 0.398107
0.52754 228.979 3.52055 11.7065 101.158 3.12856 9.52152 282.761 3.0658 15.3484 162.314 2.77792 9.42372 0.398107 0.630957
0.836094 134.519 4.86769 4.47058 53.6327 3.04997 2.89475 165.08 5.65926 5.72957 97.9199 3.19747 5.6663 0.630957 1
1.32512 85.8563 1.39137 2.97386 56.3815 -0.176113 3.60114 99.7049 1.90318 3.66188 68.1559 0.660484 2.56905 1 1.58489
2.10017 58.1674 0.892811 1.3791 41.5111 0.377644 1.88362 67.0396 1.00746 1.76177 46.4816 0.702061 1.36948 1.58489 2.51189
3.32855 40.2694 0.635994 0.787231 27.438 0.160238 1.97275 44.2032 0.571491 0.730392 35.9341 0.885468 1.30119 2.51189 3.98107
5.2754 27.8333 0.759209 0.389027 18.2499 0.838514 0.645124 30.4061 0.717577 0.545504 25.1828 0.628622 0.399612 3.98107 6.30957
8.36094 18.1908 0.443165 0.284569 11.8657 0.457962 0.600761 20.0379 0.507469 0.226566 16.2017 0.326092 0.583447 6.30957 10
