#Scale: 0.774498
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1277.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 967.916 54.0379 54.0274 207.235 52.1651 17.4782 1311.96 62.7161 86.2905 522.588 35.4208 12.6596 0.1 0.158489
0.210017 572.993 28.3452 18.7437 261.938 1.92267 65.279 762.319 30.6556 29.6757 311.468 25.494 5.87112 0.158489 0.251189
0.332855 370.887 11.8952 16.6951 106.118 18.1221 0.500961 482.742 12.3279 24.1333 228.778 7.81294 13.7773 0.251189 0.398107
0.52754 230.534 4.45113 11.3173 103.741 -1.06436 16.0663 285.006 5.62427 12.0679 160.999 2.56712 12.4884 0.398107 0.630957
0.836094 134.248 5.31842 4.20888 56.8114 1.81404 5.59483 163.435 4.90938 5.72159 98.4441 4.37882 3.57285 0.630957 1
1.32512 86.1234 1.13904 3.11731 51.6488 -0.456665 3.86161 98.9168 1.45011 3.5174 70.5116 1.00773 2.67152 1 1.58489
2.10017 58.3346 0.937115 1.48912 38.1328 2.17583 0.799843 67.0957 0.784935 1.62984 47.1219 0.982506 1.7556 1.58489 2.51189
3.32855 40.3149 0.635117 0.809753 25.8864 0.649794 1.14532 44.2877 0.57246 1.06717 36.0368 0.76358 0.724239 2.51189 3.98107
5.2754 28.0586 0.720739 0.38258 16.8011 1.41518 -0.208054 31.5105 0.497236 0.75001 24.1458 0.814817 0.330173 3.98107 6.30957
8.36094 18.2507 0.4594 0.231745 10.8091 0.809833 0.533557 20.5784 0.379709 0.386135 15.5892 0.527209 0.29765 6.30957 10
