#Scale: 0.903592
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1094.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1006.3 54.9585 46.7128 553.293 41.9278 80.0566 1279.81 35.1447 112.46 636.158 14.4728 47.5272 0.1 0.158489
0.210017 631.324 44.0845 14.0565 238.865 5.1729 52.1267 825.728 35.0813 57.6978 379.184 25.217 21.0305 0.158489 0.251189
0.332855 396.023 18.7722 13.4266 194.77 -5.77905 43.0733 503.901 22.0602 27.6711 253.543 -1.79509 31.1881 0.251189 0.398107
0.52754 238.141 7.31091 9.25455 86.6371 12.4138 -2.45499 290.848 8.62305 14.7619 176.781 -7.39957 22.5695 0.398107 0.630957
0.836094 149.299 4.61266 4.38657 84.3806 6.09138 6.75117 179.56 2.42001 10.5443 110.646 2.27843 6.50671 0.630957 1
1.32512 89.7718 1.34976 3.0018 54.8675 -0.844559 8.5434 105.443 -0.44178 6.62543 69.9538 1.26723 2.39563 1 1.58489
2.10017 57.3686 1.09126 1.19918 41.2178 0.697643 4.65237 65.2822 0.423943 2.67366 47.1321 1.03923 1.31918 1.58489 2.51189
3.32855 41.88 0.789707 0.713287 25.8626 0.577812 1.20424 47.3009 0.436741 1.62221 35.637 0.563229 1.84215 2.51189 3.98107
5.2754 28.1338 0.742161 0.302864 18.8528 0.255014 1.49918 31.4118 0.521591 0.704277 24.2957 0.633202 1.12611 3.98107 6.30957
8.36094 19.0756 0.443222 0.302582 13.9714 -0.235163 1.83211 20.7551 0.489353 0.421843 17.1635 0.0808506 0.75214 6.30957 10
