#Scale: 0.561872
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1760.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 265.821 32.11 7.32141 174.979 14.7034 14.9574 623.034 116.132 9.31616 293.682 40.2598 6.66745 0.1 0.158489
0.210017 188.883 18.372 5.87617 123.942 8.96613 8.09372 405.39 73.3992 6.50723 217.2 23.5654 7.41087 0.158489 0.251189
0.332855 132.643 8.9406 3.98103 89.4398 6.19537 5.8508 280.566 38.8568 6.84842 150.641 10.1349 5.06577 0.251189 0.398107
0.52754 93.7175 4.35957 3.59541 67.0546 4.06983 3.98886 180.071 16.5679 8.61275 105.891 4.37778 4.51335 0.398107 0.630957
0.836094 62.0321 2.21287 1.73118 47.2908 2.12088 2.32817 111.614 7.77684 4.11257 68.3655 2.28437 1.52395 0.630957 1
1.32512 41.4342 1.64207 0.62257 32.903 1.50095 1.09123 66.9574 5.55495 1.37159 45.785 1.90298 0.550232 1 1.58489
2.10017 28.858 1.17674 0.273577 23.8678 1.06116 0.584463 42.7797 3.30949 0.158684 31.6209 1.32511 0.202423 1.58489 2.51189
3.32855 20.3048 0.852142 0.153229 16.9957 0.728092 0.521498 29.0726 2.20062 -0.0783844 22.2372 1.02723 0.0462532 2.51189 3.98107
5.2754 13.6998 0.470957 0.149449 11.6363 0.466866 0.3277 19.3177 0.812338 0.1675 14.8722 0.572643 0.0508156 3.98107 6.30957
8.36094 8.50498 0.31944 0.115854 7.10292 0.337032 0.222769 12.1338 0.600088 0.0391197 9.34223 0.289023 0.0950022 6.30957 10
