#Scale: 0.516310
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1916.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 424.795 43.3813 6.66748 211.985 15.5285 15.5018 877.435 128.31 9.30981 383.61 31.7355 17.2194 0.1 0.158489
0.210017 278.099 22.7056 6.89923 151.467 6.65347 12.2423 534.258 58.7563 8.19885 258.751 21.2823 14.1947 0.158489 0.251189
0.332855 177.12 10.4759 6.75841 101.805 4.79963 7.09608 324.253 29.1475 7.5076 167.655 8.76823 11.6422 0.251189 0.398107
0.52754 111.534 3.9502 4.78029 70.2223 2.34246 5.43671 183.567 10.9633 5.73087 109.735 3.71152 6.32684 0.398107 0.630957
0.836094 69.2223 2.37953 2.00294 48.2538 1.55939 3.03471 102.964 5.50268 1.48806 69.4128 1.94796 2.54346 0.630957 1
1.32512 48.9527 1.53005 1.06907 36.4006 1.13441 1.80962 69.0651 2.93444 0.759499 49.1006 1.37844 1.19314 1 1.58489
2.10017 35.361 1.0232 0.600304 27.7607 0.40349 1.23088 47.4581 2.4305 0.141628 35.4821 1.03863 0.719917 1.58489 2.51189
3.32855 24.2066 0.5564 0.395632 19.2682 0.261253 0.995153 31.2 1.27639 0.0888367 24.6244 0.611404 0.445179 2.51189 3.98107
5.2754 16.0277 0.383593 0.272577 12.7088 0.175096 0.690318 20.8822 0.798082 0.0946617 16.248 0.462976 0.247688 3.98107 6.30957
8.36094 9.48269 0.261773 0.144414 7.66624 0.0563092 0.488721 12.04 0.803974 -0.15439 9.64223 0.249667 0.196691 6.30957 10
