#Scale: 0.971935
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1017.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 336.093 22.0237 14.6701 178.275 10.7327 11.0324 775.449 43.1377 57.9429 340.672 22.0188 18.2695 0.1 0.158489
0.210017 273.416 12.7011 14.2956 147.035 9.67671 9.04776 621.096 20.236 63.8253 278.307 12.2791 18.6916 0.158489 0.251189
0.332855 219.437 8.04514 13.2139 119.42 6.55772 6.79188 485.912 6.54807 57.2458 225.862 6.53612 16.945 0.251189 0.398107
0.52754 162.557 4.72121 9.16696 94.6788 4.57749 5.20164 340.118 4.66531 41.0399 167.887 3.32825 12.4013 0.398107 0.630957
0.836094 107.667 2.47455 5.47357 66.1867 3.71935 2.71501 213.047 0 25.3835 111.844 1.75939 7.69753 0.630957 1
1.32512 67.002 1.42776 2.39482 46.059 2.14887 1.40973 117 0.265343 11.0484 70.0559 1.08168 3.28339 1 1.58489
2.10017 41.8651 0.68272 1.01995 31.4485 1.10764 0.626881 64.924 -0.268669 4.82365 43.9171 0.582108 1.42831 1.58489 2.51189
3.32855 27.7561 0.600349 0.289351 22.5649 0.699165 0.337223 38.462 0.462421 1.18414 29.01 0.5238 0.441118 2.51189 3.98107
5.2754 19.1013 0.472702 0.108166 15.6168 0.520864 0.198561 25.9636 0.472305 0.536682 20.0384 0.418152 0.215851 3.98107 6.30957
8.36094 12.6273 0.294361 0.0883913 10.21 0.35022 0.111925 17.4063 0.211 0.544409 13.272 0.276891 0.17136 6.30957 10
