#Scale: 0.389747
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2538.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(Q)/W_p(SF)(1) Err+(2) Err-(3) W_p(SF)/W_p(All)(4) Err+(5) Err-(6) W_p(Q)/W_p(All)(7) Err+(8) Err-(9) (10) W_p(SFxQ)/W_p(All)(11) Err+(12) Err-(13) Bin_left_edge(14) Bin_right_edge(15) 
0.132512 3.92554 0.55473 -0.0406828 0.558398 0.00537819 0.0449983 2.19201 0.20429 0.0354774 0.974145 0.0135782 0.0468842 0.1 0.158489
0.210017 4.06379 0.532891 0.0117826 0.544985 -0.00037837 0.0398888 2.2147 0.171661 0.0624006 0.977622 0.0256001 0.0422226 0.158489 0.251189
0.332855 3.24552 0.344088 0.0953643 0.629443 0.00973338 0.022866 2.04287 0.182888 0.0635803 0.96486 0.0106419 0.0532154 0.251189 0.398107
0.52754 2.50543 0.179283 0.124266 0.698421 0.0087387 0.0192868 1.74985 0.0956792 0.0738455 1.00259 0.0168444 0.0250459 0.398107 0.630957
0.836094 1.86524 0.138765 0.0501994 0.772146 0.00284678 0.0331406 1.44024 0.0549835 0.0358266 1.04179 0.0236952 0.0112777 0.630957 1
1.32512 1.93167 0.123722 0.0555886 0.742468 0.0137624 0.0251725 1.4342 0.0543605 0.0249945 1.06722 0.00644529 0.0175958 1 1.58489
2.10017 2.01113 0.0830586 0.0396284 0.753539 0.0050422 0.0176643 1.51546 0.0438747 0.0331435 1.03281 0.013389 0.0123407 1.58489 2.51189
3.32855 1.79526 0.0701183 0.0704269 0.789595 0.0107498 0.0184134 1.41753 0.0304748 0.0445063 1.03511 0.0140489 0.00957882 2.51189 3.98107
5.2754 1.90828 0.0979323 0.046757 0.746748 0.00792438 0.022394 1.42501 0.0367579 0.0296162 1.06672 0.0147315 0.0126681 3.98107 6.30957
8.36094 2.34939 0.161935 0.0681846 0.687951 0.00544208 0.0278551 1.61626 0.0554799 0.0341101 1.05301 0.0204589 0.0200731 6.30957 10
