#Scale: 0.566935
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1745.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 941.41 116.553 20.8295 373.337 38.0339 16.2544 1394.18 232.105 10.9045 620.266 16.6567 59.1309 0.1 0.158489
0.210017 605.378 48.5175 21.0919 248.37 10.109 17.9269 907.559 86.6969 27.5122 385.612 20.6826 21.4896 0.158489 0.251189
0.332855 335.145 14.2079 17.6162 135.423 0.647995 13.0598 458.808 27.3966 21.6555 258.385 13.7822 21.9251 0.251189 0.398107
0.52754 188.605 9.29765 7.9039 87.4703 7.23946 5.45182 260.888 13.7469 9.57544 139.902 5.95448 8.73166 0.398107 0.630957
0.836094 117.228 5.56176 4.46797 70.706 5.82672 3.92013 143.681 6.14977 5.18562 101.741 4.96454 4.41993 0.630957 1
1.32512 73.9511 2.41279 2.62764 43.4046 6.79787 1.53721 91.7647 2.24355 3.3332 63.3304 1.55556 2.62924 1 1.58489
2.10017 52.1963 1.21359 1.8508 36.6874 1.85778 0.972164 60.6144 1.76434 1.72105 47.4412 0.596386 2.57212 1.58489 2.51189
3.32855 37.6558 0.765957 1.35704 22.9717 1.3774 0.678217 44.8719 0.785435 1.72715 33.9213 0.593628 1.32313 2.51189 3.98107
5.2754 24.9959 0.853048 0.683022 17.3398 0.336443 0.941971 29.3837 1.05225 0.573236 22.4125 0.758383 0.822573 3.98107 6.30957
8.36094 15.5517 0.428469 0.511417 11.4714 0.769167 0.952842 17.7088 0.353897 0.47101 14.3594 0.544636 0.622581 6.30957 10
