#Scale: 0.587185
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1684.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 416.073 38.0008 8.94415 207.517 8.55054 10.1175 810.798 103.917 11.6763 360.929 34.9272 19.0526 0.1 0.158489
0.210017 277.068 17.568 10.9057 144.514 5.85905 11.4368 512.168 45.7001 11.8668 248.96 16.5193 15.9367 0.158489 0.251189
0.332855 182.867 8.54492 7.79819 100.074 3.91527 8.40811 327.94 24.222 12.7111 166.09 7.88406 11.0791 0.251189 0.398107
0.52754 119.485 4.11602 5.04437 73.2798 2.45197 5.64382 196.58 7.76025 9.54456 111.823 4.36013 5.58012 0.398107 0.630957
0.836094 75.5015 1.92973 2.94732 49.907 1.61173 2.89006 112.875 4.37074 4.19286 73.6033 1.40703 3.85889 0.630957 1
1.32512 51.0326 1.44517 1.25634 37.0287 1.08781 1.70057 70.7027 3.29768 1.28388 50.3365 1.31952 1.89926 1 1.58489
2.10017 35.7234 0.838375 0.6954 26.3461 0.640221 1.10093 49.4829 1.1535 0.916222 34.9985 1.03813 0.79961 1.58489 2.51189
3.32855 24.8235 0.701612 0.364714 19.481 0.513145 0.664495 32.3913 1.24557 0.304092 24.5299 0.710621 0.50008 2.51189 3.98107
5.2754 16.7281 0.48649 0.181837 12.9473 0.246799 0.522225 21.5912 1.04859 0.0243416 16.737 0.508072 0.274662 3.98107 6.30957
8.36094 10.3683 0.325164 0.0761442 8.14459 0.0961781 0.335413 13.1105 0.825576 -0.0546322 10.4255 0.281788 0.127862 6.30957 10
