#Scale: 0.858029
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1153.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 441.848 30.0454 13.3067 208.063 9.44743 11.6563 774.724 44.6867 34.1878 339.308 25.368 14.0175 0.1 0.158489
0.210017 316.656 14.5939 14.1849 143.613 7.96664 5.79318 541.24 24.3082 36.9628 253.852 9.96335 12.8967 0.158489 0.251189
0.332855 230.133 6.89803 13.2336 108.692 4.58764 5.43098 386.035 8.26364 33.4316 187.083 5.13641 10.944 0.251189 0.398107
0.52754 158.077 3.18971 9.11906 82.1122 3.47961 3.02675 255.079 4.12982 21.9702 131.461 2.664 7.86813 0.398107 0.630957
0.836094 104.698 1.14259 5.40224 58.3853 2.01706 2.21861 157.404 1.71017 13.0411 92.3334 1.03605 4.71049 0.630957 1
1.32512 66.5239 0.621605 2.47756 42.3066 1.39229 1.02727 93.6504 0.791656 6.01601 60.3189 0.672737 2.4602 1 1.58489
2.10017 41.8564 0.604839 0.813808 29.9448 0.946203 0.576683 54.7016 0.512455 2.14823 39.103 0.77351 0.789658 1.58489 2.51189
3.32855 28.7299 0.507259 0.357182 20.813 0.760735 0.238068 36.8312 0.403679 0.978214 27.1617 0.659359 0.371998 2.51189 3.98107
5.2754 19.8321 0.354374 0.213396 14.7665 0.489169 0.145068 24.8419 0.395676 0.566843 18.9331 0.380608 0.212626 3.98107 6.30957
8.36094 13.4771 0.14759 0.2202 9.95083 0.313635 0.190504 16.8503 0.102758 0.54212 12.9201 0.181253 0.243459 6.30957 10
