#Scale: 0.561872
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1760.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 421.826 40.7668 8.95477 215.613 22.0248 8.47983 801.864 98.3376 12.4984 382.785 35.3255 21.0554 0.1 0.158489
0.210017 277.075 21.2736 9.25958 141.581 10.9653 8.31573 527.827 54.3795 14.5272 250.981 18.3043 16.9587 0.158489 0.251189
0.332855 180.397 8.8564 7.15686 98.4746 5.1762 8.07693 319.385 24.2696 9.59909 169.962 7.54881 9.75983 0.251189 0.398107
0.52754 114.947 3.87074 5.08111 71.6598 2.71734 5.38107 184.767 8.50508 8.29549 110.965 2.89277 6.20776 0.398107 0.630957
0.836094 73.3893 2.21644 2.50903 50.6617 1.94209 2.56852 109.737 3.77473 3.63175 71.4311 2.04475 2.94394 0.630957 1
1.32512 50.0983 1.56633 1.15927 35.6797 1.18839 1.5281 69.9322 3.06356 1.07603 50.221 1.55546 1.56158 1 1.58489
2.10017 35.4119 0.924595 0.697514 26.4666 0.680586 1.09638 48.3022 1.78463 0.189995 35.2404 0.907394 0.98558 1.58489 2.51189
3.32855 24.5401 0.712229 0.357094 18.8657 0.46007 0.768312 32.7155 1.23096 0.240067 24.4321 0.785694 0.445528 2.51189 3.98107
5.2754 16.5346 0.406441 0.240648 12.96 0.232404 0.607814 21.1671 0.907019 0.0172215 16.6857 0.390219 0.31325 3.98107 6.30957
8.36094 10.0664 0.294684 0.115124 8.11553 0.0863581 0.43086 12.7203 0.860312 -0.12823 10.0959 0.27026 0.175483 6.30957 10
