#Scale: 0.592248
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1670.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 265.027 25.52 8.8205 167.733 13.3909 12.7125 611.875 90.3978 21.2332 298.087 32.7807 10.4783 0.1 0.158489
0.210017 191.913 15.316 6.26009 125.013 6.71088 9.81775 441.93 67.699 11.953 212.093 20.2835 6.99556 0.158489 0.251189
0.332855 141.012 8.62415 5.78355 88.6516 7.77276 6.09359 303.869 38.6292 9.60892 164.073 7.74422 7.80725 0.251189 0.398107
0.52754 98.1204 4.01572 4.35236 68.8001 3.66322 4.49452 195.893 17.1642 10.1858 109.578 3.64038 5.12174 0.398107 0.630957
0.836094 65.0211 1.66245 2.56853 48.4641 1.58867 2.67724 119.047 5.96384 6.18121 71.7538 1.89867 2.60443 0.630957 1
1.32512 42.5771 1.49995 1.04887 33.7641 1.44573 1.01323 69.3783 3.55428 2.22626 46.5938 1.41206 1.17529 1 1.58489
2.10017 30.3176 0.80031 0.605728 25.4417 0.986834 0.671154 43.3882 2.21302 0.654552 32.929 0.635735 0.63913 1.58489 2.51189
3.32855 20.954 0.569275 0.304642 17.6189 0.541542 0.4736 30.4069 1.51097 0.484632 22.6267 0.613073 0.21027 2.51189 3.98107
5.2754 14.2729 0.415325 0.134969 12.1499 0.415063 0.275884 19.9853 0.602669 0.44409 15.4052 0.536197 0.046258 3.98107 6.30957
8.36094 8.9565 0.288465 0.102859 7.54617 0.26731 0.189522 12.5366 0.527116 0.142752 9.75604 0.347244 0.0471363 6.30957 10
