#Scale: 0.349247
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2832.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 734.451 60.1549 40.9379 409.901 21.3389 40.2797 1789.83 269.483 91.6538 711.821 90.3954 66.2122 0.1 0.158489
0.210017 410.217 20.9695 25.7594 229.164 13.7831 19.5428 935.067 64.8276 59.935 416.008 36.1255 32.092 0.158489 0.251189
0.332855 216.29 10.1703 14.31 131.289 2.65443 16.4152 476.026 39.8902 19.254 215.167 19.5661 18.7392 0.251189 0.398107
0.52754 123.743 3.3397 5.95737 88.3354 3.1313 5.523 211.692 13.5951 9.42719 129.112 5.00453 8.72836 0.398107 0.630957
0.836094 82.6539 2.99917 2.73674 61.9972 1.22153 3.68712 129.901 12.7011 3.58956 86.956 4.30249 3.17188 0.630957 1
1.32512 58.9547 1.9746 1.52542 45.1167 1.71212 1.74647 88.0069 6.6928 1.98336 62.586 2.22072 1.95679 1 1.58489
2.10017 41.416 1.15854 1.11289 32.738 1.06156 1.5405 59.8923 3.44982 1.0008 43.6191 1.49306 1.31473 1.58489 2.51189
3.32855 27.0942 0.813524 0.668098 21.5527 0.743601 0.934261 37.6826 2.13932 0.60577 28.8498 0.990578 0.82868 2.51189 3.98107
5.2754 15.9666 0.454316 0.444489 12.1844 0.486765 0.680988 23.4208 1.19328 0.487961 17.0994 0.561192 0.431053 3.98107 6.30957
8.36094 8.34107 0.416467 0.249907 5.71546 0.346713 0.303774 13.6205 1.38989 0.525765 9.09734 0.556503 0.285605 6.30957 10
