#Scale: 0.207498
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 4767.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1392.31 98.2423 152.573 1042.75 170.86 133.448 7155.51 15947.7 7315.51 2772.21 6426.98 538.489 0.1 0.158489
0.210017 654.835 78.2405 22.6158 586.121 84.9943 45.9572 704.495 3073.85 864.495 982.439 1739.28 12.7094 0.158489 0.251189
0.332855 290.109 4.15836 19.8557 247.119 24.9246 15.6119 459.98 1873.39 95.2527 487.85 441.069 94.4856 0.251189 0.398107
0.52754 156.915 18.7334 -0.585526 141.015 24.4576 2.54172 342.165 197.43 333.759 223.682 148.983 0.370605 0.398107 0.630957
0.836094 114.153 9.68084 0.906364 106.476 11.7422 0.673851 268.285 204.868 175.448 143.024 124.164 16.2254 0.630957 1
1.32512 92.4895 8.3924 1.39154 82.2852 14.2855 -0.410652 202.3 9.7598 303.331 135.811 42.1245 17.3186 1 1.58489
2.10017 53.539 2.72555 0.949337 49.7263 3.92663 1.16014 116.479 79.9994 59.4771 68.5854 55.7674 5.52158 1.58489 2.51189
3.32855 29.8987 1.61411 1.29688 28.0035 2.72928 1.08264 71.046 35.5103 43.1286 36.8644 10.1399 5.07673 2.51189 3.98107
5.2754 15.4454 0.738871 0.708652 14.6988 1.30572 0.233774 32.3028 10.2497 47.3531 18.1563 9.57017 3.96428 3.98107 6.30957
8.36094 5.24097 0.416495 0.310973 4.62163 0.779565 0.0905423 9.3531 24.0121 6.42003 8.00288 4.83834 2.73464 6.30957 10
