#Scale: 0.313810
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 3152.6 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 940.834 44.6099 68.1193 572.557 19.923 70.2098 2073.31 397.796 125.946 1005.6 91.3547 100.389 0.1 0.158489
0.210017 490.191 24.6328 34.0011 288.266 7.97644 28.2083 1178.17 95.0327 87.6008 508.405 90.039 53.4922 0.158489 0.251189
0.332855 232.633 10.8687 13.0191 142.02 9.88101 8.82817 551.696 86.8127 38.9194 238.14 19.9624 21.5618 0.251189 0.398107
0.52754 139.967 5.84772 5.14391 102.763 3.57817 6.03727 264.647 26.6057 17.6135 143.859 13.9024 7.46149 0.398107 0.630957
0.836094 96.597 3.33999 3.51894 76.3993 3.47838 3.11375 159.236 12.0031 10.7521 100.012 6.99346 4.96167 0.630957 1
1.32512 63.1015 2.35553 1.28907 50.7443 2.00116 2.4664 98.9447 9.12409 3.00247 65.8308 4.83028 1.74007 1 1.58489
2.10017 44.4556 1.15103 1.12055 35.1822 0.819172 1.63076 66.5954 5.75472 1.85266 47.7312 2.68016 1.56667 1.58489 2.51189
3.32855 29.0584 0.621532 0.858418 23.5248 1.0006 1.30116 40.447 2.45651 1.51281 31.4833 0.819923 1.08856 2.51189 3.98107
5.2754 16.803 0.454676 0.338829 13.8933 0.662681 0.628606 22.8919 0.796417 0.761143 18.052 0.714411 0.449507 3.98107 6.30957
8.36094 8.7397 0.234316 0.305338 6.13693 0.375216 0.470862 14.6127 1.20927 0.38544 9.74693 0.415019 0.429993 6.30957 10
