#Scale: 0.759310
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1302.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 999.426 65.301 35.2733 393.317 37.3083 20.6232 1328.58 65.9674 50.8402 577.469 44.2969 31.1415 0.1 0.158489
0.210017 608.739 36.9636 18.3838 228.069 6.36322 29.0206 814.955 45.0546 25.6246 344.535 18.4077 20.1934 0.158489 0.251189
0.332855 360.386 9.95172 20.3526 130.921 12.8302 7.46914 470.056 9.8493 26.1251 224.165 3.51608 16.9623 0.251189 0.398107
0.52754 224.722 2.9561 11.3093 101.256 2.44555 10.6847 282.328 3.14752 14.7522 153.636 1.3941 10.733 0.398107 0.630957
0.836094 134.138 4.7274 4.38229 63.5823 3.98391 2.4915 164.08 4.75197 6.05443 98.2027 3.02407 3.88775 0.630957 1
1.32512 85.7559 1.28589 2.97995 56.0466 1.67967 2.37976 100.822 1.89446 3.55524 66.7538 0.377296 3.09898 1 1.58489
2.10017 58.056 1.04947 1.40712 40.2645 -0.255356 2.40322 65.7751 1.28467 1.27509 48.7289 0.435478 1.8851 1.58489 2.51189
3.32855 40.1838 0.643845 0.813576 30.0145 -0.579416 2.51246 43.4808 0.722954 0.646889 36.608 0.585255 1.13737 2.51189 3.98107
5.2754 27.6537 0.756271 0.386297 18.5074 0.896641 0.172615 30.2019 0.90864 0.318739 25.0943 0.325008 0.76033 3.98107 6.30957
8.36094 18.0675 0.515017 0.270855 12.9032 0.267229 1.08118 19.9463 0.540504 0.249477 15.9298 0.467131 0.323647 6.30957 10
