#Scale: 0.460622
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2147.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 291.844 42.3213 7.25497 185.804 24.2059 12.3457 738.797 161.344 9.06879 327.739 49.4583 10.7882 0.1 0.158489
0.210017 193.107 23.3936 4.08704 120.061 11.118 9.12699 443.432 85.2949 -0.630707 229.729 32.3029 4.37788 0.158489 0.251189
0.332855 128.448 10.8078 3.87502 92.4798 5.85052 6.07703 275.342 40.5031 1.30881 141.596 14.0939 4.7639 0.251189 0.398107
0.52754 86.7387 5.4095 2.33453 65.7543 3.8616 3.26828 152.808 24.4501 -0.303467 98.467 5.65337 3.06609 0.398107 0.630957
0.836094 55.0639 2.86366 0.598385 42.9353 2.53806 1.04342 93.1177 9.20092 1.29485 61.87 3.45252 0.964149 0.630957 1
1.32512 38.1205 1.76657 0.309341 31.5194 1.77505 0.667772 57.8305 5.06359 -0.0189667 42.0315 1.81189 0.427109 1 1.58489
2.10017 27.4717 1.27223 0.301252 23.503 0.691036 0.650368 40.7895 4.02736 -0.159897 29.5199 1.73882 0.15481 1.58489 2.51189
3.32855 18.5509 0.917728 0.0557804 15.5424 0.823118 0.347266 27.4162 2.23981 0.199608 20.3577 1.06414 -0.057972 2.51189 3.98107
5.2754 12.0702 0.553152 0.00178337 10.2394 0.477413 0.210311 17.1864 1.21564 0.0514717 13.2274 0.724182 -0.115788 3.98107 6.30957
8.36094 7.17467 0.310494 0.0700936 6.21342 0.210726 0.252903 9.78744 1.08532 0.0135632 7.79716 0.424941 -0.00133657 6.30957 10
