#Scale: 0.460622
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2147.8 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1013.63 124.052 40.3466 403.476 79.3513 2.81854 1789.86 252.013 88.8306 753.592 46.924 58.4203 0.1 0.158489
0.210017 570.607 73.1641 13.741 256.201 41.2726 -2.26718 1017.14 114.394 47.9694 406.76 53.3739 16.9861 0.158489 0.251189
0.332855 293.821 23.8449 14.4117 119.205 20.2569 2.37794 476.305 31.5247 35.6259 244.841 12.1409 16.0103 0.251189 0.398107
0.52754 161.614 16.5121 2.42599 74.0108 13.4839 2.81263 237.076 21.7332 4.29602 147.36 10.5559 5.23318 0.398107 0.630957
0.836094 103.385 6.88422 3.76936 57.2162 5.72499 -0.595276 142.404 11.7106 5.05185 96.3547 1.68628 6.29727 0.630957 1
1.32512 68.9019 4.07487 1.99837 34.0781 3.31142 1.00807 96.3191 4.97478 5.04729 64.8907 2.71765 2.46305 1 1.58489
2.10017 50.0167 2.68092 1.00308 35.1875 1.35942 0.684513 64.7782 3.05898 2.33828 46.3291 2.59452 0.825405 1.58489 2.51189
3.32855 34.4849 1.84687 0.857738 23.9586 1.74807 0.262531 43.9939 1.90739 1.70583 32.4891 1.42795 0.936821 2.51189 3.98107
5.2754 22.1723 1.07568 0.682587 14.948 0.974842 0.200238 29.0748 1.50902 1.1776 20.5611 0.669195 0.903572 3.98107 6.30957
8.36094 12.8931 0.637823 0.384492 9.48573 0.614721 0.120874 16.7287 0.741287 0.773604 11.7612 0.449189 0.344429 6.30957 10
