#Scale: 0.409997
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2413.0 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 573.913 49.6202 19.2206 296.162 17.7891 18.1386 1232.59 171.306 7.79688 565.962 44.2963 48.0156 0.1 0.158489
0.210017 325.198 24.3758 14.9586 169.585 13.4694 8.29713 687.871 77.3267 17.5229 322.847 20.7946 29.5002 0.158489 0.251189
0.332855 190.284 9.99409 9.15463 112.012 6.60591 8.91968 375.688 30.834 11.4087 188.114 9.62349 14.6872 0.251189 0.398107
0.52754 108.243 5.12816 3.95248 72.2982 3.76371 4.62554 183.372 9.9677 4.55247 110.559 5.12555 5.4916 0.398107 0.630957
0.836094 71.1533 3.12761 1.67458 53.5032 2.48491 1.78067 108.998 5.91679 2.06492 71.9748 3.0928 2.65532 0.630957 1
1.32512 50.3673 2.31289 0.693699 39.5196 2.12227 1.07364 68.6978 4.27764 0.317596 52.5026 1.97078 1.24908 1 1.58489
2.10017 36.5639 1.68002 0.538078 28.0072 1.37128 0.973001 52.4843 3.56768 0 37.7649 1.3941 0.887379 1.58489 2.51189
3.32855 24.8434 0.857437 0.340866 19.8265 0.69199 0.698477 33.9623 1.60371 0.239971 25.6188 0.952881 0.452982 2.51189 3.98107
5.2754 15.275 0.557851 0.209315 11.7445 0.415312 0.430407 20.3143 1.21233 0.0321712 16.2766 0.538963 0.365548 3.98107 6.30957
8.36094 8.20139 0.399804 0.117177 6.16534 0.197827 0.314733 11.6389 1.13569 -0.131373 8.60328 0.377991 0.17981 6.30957 10
