#Scale: 0.344185
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2874.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 430.575 54.3218 22.4142 285.468 25.3389 28.0327 1178.63 303.724 14.3672 504.561 114.007 14.7501 0.1 0.158489
0.210017 242.931 25.3964 9.14845 160.926 17.0081 9.47331 643.178 181.982 -13.4506 288.711 48.0781 11.0796 0.158489 0.251189
0.332855 143.002 10.625 4.04755 110.199 8.69173 6.39571 309.43 64.4548 -0.617981 160.2 19.5691 3.07899 0.251189 0.398107
0.52754 90.6606 5.76784 1.07803 74.6223 5.67501 1.59089 163.39 27.0074 0.369324 100.593 10.8331 0.0437622 0.398107 0.630957
0.836094 60.3635 2.58746 1.22179 50.2017 2.39497 1.99071 98.8414 13.3376 0.415413 67.9964 5.34473 1.3373 0.630957 1
1.32512 43.3975 1.88429 0.834999 37.6889 1.98383 1.10827 66.2778 7.72149 1.50674 47.4631 2.90202 0.239948 1 1.58489
2.10017 30.8962 1.34247 0.401283 26.3881 1.52857 0.226866 47.1099 5.18751 0.310749 34.4337 2.10217 0.564381 1.58489 2.51189
3.32855 19.7132 1.0794 0.068367 17.0753 0.953794 0.269957 27.6135 3.31777 0.013834 22.0629 1.84687 -0.120049 2.51189 3.98107
5.2754 11.1115 0.860473 -0.0286665 9.2302 1.03775 0 16.8962 1.85166 0.228487 12.761 1.06275 -0.0389605 3.98107 6.30957
8.36094 5.07488 0.522826 -0.0126276 3.55609 0.741568 -0.0423059 9.95597 0.507133 0.518216 6.36928 0.693333 0.0456362 6.30957 10
