#Scale: 0.949154
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1042.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1028.59 47.9326 56.1449 447.51 37.2379 55.1922 1343.83 35.2441 148.095 629.661 -12.9396 86.6086 0.1 0.158489
0.210017 648.484 39.1231 24.9455 157.728 37.572 1.63142 853.072 20.403 81.9951 407.792 6.1008 38.6431 0.158489 0.251189
0.332855 409.662 14.6606 15.8052 191.764 -2.6929 74.7381 512.569 6.6322 44.4815 283.957 -1.67929 24.7611 0.251189 0.398107
0.52754 243.497 8.07469 8.28082 106.22 -6.01987 28.36 308.118 3.65921 27.2542 164.632 1.26898 12.5419 0.398107 0.630957
0.836094 149.334 4.84598 4.41093 79.0812 4.66152 5.9416 182.948 1.23607 13.357 108.124 0.624519 7.86909 0.630957 1
1.32512 90.3032 1.4799 2.74133 58.3746 0.863934 6.52857 106.839 -0.762077 7.26675 69.6107 0.318848 3.47083 1 1.58489
2.10017 57.5495 1.818 0.679543 32.8558 1.40351 2.97065 66.0797 1.23855 2.43579 48.1915 -0.0694618 3.32182 1.58489 2.51189
3.32855 42.1424 0.813404 0.712685 23.0736 2.55051 0.95645 48.1831 -0.136879 2.85834 35.7689 1.1231 0.872002 2.51189 3.98107
5.2754 27.9881 0.806049 0.254219 20.9019 1.23852 1.30302 30.8999 0.445208 1.00819 24.5784 0.746874 0.575932 3.98107 6.30957
8.36094 19.2535 0.493025 0.242729 14.0473 2.10272 -0.192148 20.8238 0.100798 1.04147 17.6365 1.10025 0.0707092 6.30957 10
