#Scale: 0.971935
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1017.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1054.75 63.6837 45.5566 314.335 34.7254 99.0551 1426.83 13.1576 172.017 577.258 39.6019 16.8456 0.1 0.158489
0.210017 665.019 42.3493 22.549 235.445 31.978 40.8701 876.923 16.3917 79.4548 394.324 19.5056 43.6738 0.158489 0.251189
0.332855 404.573 11.4951 20.9492 124.994 30.3256 6.85529 516.294 1.04535 51.1353 270.175 -8.51529 40.6605 0.251189 0.398107
0.52754 252.891 8.83998 9.61118 121.176 -7.82763 33.3972 316.234 4.65842 24.0332 172.493 0.40654 21.2382 0.398107 0.630957
0.836094 147.603 3.39957 5.01598 89.4589 -0.430489 8.56839 178.472 -0.290817 13.4822 107.474 0.397842 9.28867 0.630957 1
1.32512 91.1548 1.51831 2.58403 56.8534 3.03057 5.30126 106.834 -0.839577 6.66924 71.5195 1.35403 4.53655 1 1.58489
2.10017 57.8115 1.47049 0.876629 38.8303 2.92808 0.337414 64.4728 1.17262 1.94328 50.1605 -0.559742 3.59943 1.58489 2.51189
3.32855 42.7188 0.980362 0.554169 26.9339 1.11178 2.08475 47.3058 0.535828 1.80235 37.8759 0.612949 1.45465 2.51189 3.98107
5.2754 28.0312 0.749165 0.268497 21.8393 0.767471 1.59143 30.1974 0.611288 0.680897 25.5463 0.2491 0.840322 3.98107 6.30957
8.36094 19.5824 0.394533 0.322636 15.8637 0.545361 1.03662 20.5518 0.301588 0.613258 18.6188 0.403961 0.51112 6.30957 10
