#Scale: 0.698560
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1416.2 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1001.62 65.1044 50.1661 296.319 57.1282 17.0651 1345.33 99.0927 49.6794 621.913 9.83771 59.9242 0.1 0.158489
0.210017 583.844 17.7144 31.0535 257.007 9.06366 45.7243 782.742 22.2418 41.794 350.159 9.24435 18.6248 0.158489 0.251189
0.332855 359.866 13.6097 15.068 111.501 21.6672 2.76455 465.179 16.5967 17.5857 249.058 8.26389 19.8517 0.251189 0.398107
0.52754 206.968 8.41374 8.00362 117.595 8.27788 6.9222 252.861 10.441 9.13524 155.445 4.50636 8.85048 0.398107 0.630957
0.836094 133.589 2.36646 6.83043 74.5582 1.03199 7.13789 163.062 2.23161 8.73241 100.779 1.74126 5.5817 0.630957 1
1.32512 80.8293 0.725266 3.41071 48.918 -0.264423 7.28082 92.1061 1.67052 2.367 69.8763 0.401833 5.09383 1 1.58489
2.10017 56.2839 1.18482 1.3349 41.1535 0.234409 2.79181 63.0047 1.74006 1.10897 49.0889 0.914547 2.05794 1.58489 2.51189
3.32855 39.538 0.888714 0.767948 25.3021 1.23882 1.06286 45.125 0.859447 0.857414 33.8413 0.801273 1.08688 2.51189 3.98107
5.2754 26.8067 0.76413 0.425535 18.2964 -0.339186 1.47312 30.4841 1.22055 0.153816 22.9096 0.332502 0.916437 3.98107 6.30957
8.36094 17.4487 0.502394 0.306286 12.2773 0.234874 0.693658 19.3653 0.67877 0.2381 15.5443 0.27013 0.53532 6.30957 10
