#Scale: 0.964342
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1025.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 333.666 21.2426 15.3656 183.578 11.1519 13.0808 771.633 32.0837 64.536 334.643 23.8476 16.8201 0.1 0.158489
0.210017 269.66 13.5226 14.6408 142.636 8.12946 10.6671 615.611 23.1235 57.8364 277.695 11.5935 18.0213 0.158489 0.251189
0.332855 215.672 8.09079 12.2867 118.392 6.63985 7.45131 482.442 8.29871 55.2285 221.292 7.07982 15.4453 0.251189 0.398107
0.52754 160.875 4.81184 9.0009 93.6484 5.02978 5.40464 339.967 3.58557 39.5085 166.292 3.53648 12.0622 0.398107 0.630957
0.836094 107.031 2.42559 5.41995 66.7704 3.27801 3.03747 210.318 1.31654 23.8544 111.432 1.63124 7.50307 0.630957 1
1.32512 66.4124 1.45472 2.32438 46.5821 1.51899 1.8657 115.388 1.36315 9.70541 69.134 1.16988 2.96458 1 1.58489
2.10017 41.6795 0.720284 0.943233 31.8146 0.898073 0.907038 63.8489 0.417896 4.03732 43.6732 0.61417 1.20634 1.58489 2.51189
3.32855 27.5848 0.658319 0.24918 22.5955 0.640892 0.392881 37.6581 0.802784 0.88694 28.9254 0.570024 0.362232 2.51189 3.98107
5.2754 18.9657 0.50219 0.0876789 15.6787 0.421291 0.293015 25.5175 0.732523 0.290266 19.8734 0.502678 0.108963 3.98107 6.30957
8.36094 12.5489 0.314184 0.0655136 10.2119 0.329274 0.106779 17.2413 0.280151 0.417259 13.1844 0.29819 0.13979 6.30957 10
