#Scale: 0.865623
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1142.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 303.675 21.5331 11.7942 172.62 11.6422 6.42841 675.795 77.3258 14.2599 316.984 24.2589 12.4899 0.1 0.158489
0.210017 247.992 10.2066 14.2122 138.639 9.53448 5.86098 561.358 26.1058 41.707 258.296 15.4792 10.9562 0.158489 0.251189
0.332855 192.971 6.13336 11.5624 109.024 7.3793 4.7337 422.256 18.1971 38.2985 204.031 8.44971 10.5748 0.251189 0.398107
0.52754 141.957 3.19397 8.52715 84.0311 4.78876 3.64152 296.887 9.89813 28.5758 150.507 4.72411 8.7092 0.398107 0.630957
0.836094 95.2507 1.67874 4.77654 60.1642 3.15029 2.07918 188.076 4.77156 18.3183 100.713 2.70832 4.66905 0.630957 1
1.32512 59.804 1.03373 2.07792 42.1574 2.02675 0.89999 103.362 2.01452 7.59534 63.4255 1.51254 1.97118 1 1.58489
2.10017 37.8479 0.641384 0.814377 28.8745 1.16815 0.431038 58.3426 0.817535 2.86375 40.1516 0.911438 0.626278 1.58489 2.51189
3.32855 25.9419 0.526951 0.368614 20.6358 0.838663 0.192907 37.6508 0.643085 1.07539 27.4185 0.66942 0.21946 2.51189 3.98107
5.2754 17.7103 0.452629 0.133072 14.1451 0.670007 0.0679197 25.2065 0.48485 0.503103 18.806 0.538067 0.0720997 3.98107 6.30957
8.36094 11.7772 0.248672 0.11528 9.36827 0.418982 0.0634518 16.8076 0.311808 0.381247 12.5272 0.2937 0.0862236 6.30957 10
