#Scale: 0.751717
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1316.1 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 412.591 23.6778 14.9832 213.566 2.55537 13.0766 705.235 48.3343 25.5516 341.763 18.7681 13.3537 0.1 0.158489
0.210017 284.44 12.2785 11.4795 140.257 6.05339 9.95143 487.229 28.83 20.3342 238.206 8.51285 13.8488 0.158489 0.251189
0.332855 201.162 6.4584 9.02042 102.91 2.25991 7.82416 339.928 14.3565 18.3337 169.338 5.26039 9.03458 0.251189 0.398107
0.52754 142.311 2.12521 8.25809 77.2164 2.6014 3.87797 227.514 6.0741 14.2351 124.935 0.548637 9.93441 0.398107 0.630957
0.836094 94.3035 0.662216 5.0648 57.1111 1.35941 2.87668 142.211 0.999817 9.7531 84.8014 0.471085 5.10318 0.630957 1
1.32512 59.6892 0.813148 2.09832 40.5525 1.00507 1.63189 81.4828 1.44872 3.57098 56.373 0.556721 2.21704 1 1.58489
2.10017 39.2296 0.707703 0.914848 28.9487 0.550131 1.07099 50.5105 0.858826 1.1346 37.6835 0.719498 0.848427 1.58489 2.51189
3.32855 27.2406 0.60289 0.440887 20.7516 0.55356 0.546476 33.7662 0.902752 0.466389 26.592 0.525112 0.457479 2.51189 3.98107
5.2754 18.8457 0.365589 0.317755 15.0792 0.191875 0.450238 22.8328 0.603489 0.209387 18.3595 0.369078 0.299353 3.98107 6.30957
8.36094 12.4345 0.16621 0.232284 9.83735 0.0656214 0.43568 15.1622 0.287071 0.213036 12.1109 0.155359 0.227173 6.30957 10
