#Scale: 0.182185
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 5430.3 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 13682.8 24624.4 -1280.03 12735.3 22723.1 5106.68 -160 6182.43 0 19182.3 56838.8 18736.1 0.1 0.158489
0.210017 4422.8 5197.32 44.3975 4966.17 2417.58 2654.64 -112.127 441.857 47.8728 1881.79 21413.3 2041.79 0.158489 0.251189
0.332855 1376.29 1281.35 -47.8419 1290.91 1173.13 -101.105 -160 1102.38 0 1886.09 8380.66 825.46 0.251189 0.398107
0.52754 349.697 135.796 59.2936 249.544 262.974 10.4529 4018.79 -2498.66 4178.79 678.801 75.1929 678.801 0.398107 0.630957
0.836094 556.664 104.21 18.1418 613.434 112.474 72.9934 -160 314.939 0 303.125 205.577 463.125 0.630957 1
1.32512 335.231 20.4052 35.9511 285.739 64.6922 2.57248 -159.142 25.3875 0.858276 611.274 94.6254 675.051 1 1.58489
2.10017 115.709 45.2638 3.57449 105.82 33.9266 8.7156 321.075 -16.0656 481.075 155.916 162.129 170.328 1.58489 2.51189
3.32855 63.9475 4.78061 6.44162 58.9751 18.0468 1.42834 -43.684 37.7595 116.316 94.5303 -12.1571 187.196 2.51189 3.98107
5.2754 20.2861 0 12.4492 21.7588 4.46563 11.8452 -86.146 96.3724 73.854 18.0269 -4.6631 117.086 3.98107 6.30957
8.36094 16.1858 7.65064 5.48473 16.0586 7.71713 6.98564 35.8708 49.5486 195.871 15.8657 17.6579 76.0651 6.30957 10
