#Scale: 0.364435
#h: 0.680000
#Stellar mass range: 10^10.50 - 10^11.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2714.7 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 686.285 52.6417 35.354 403.841 18.4162 42.0164 1618.38 176.733 60.2864 649.88 76.1423 52.0579 0.1 0.158489
0.210017 388.408 21.3423 23.3226 210.172 8.92337 21.1805 863.12 114.314 30.1223 398.965 19.7427 31.5434 0.158489 0.251189
0.332855 196.692 11.111 11.5481 115.983 6.69576 9.86602 427.506 48.3169 11.465 196.787 10.6102 18.7162 0.251189 0.398107
0.52754 120.846 4.6968 4.72762 86.12 2.67955 5.63428 209.761 13.3486 8.91745 123.958 5.6498 5.27863 0.398107 0.630957
0.836094 77.7297 3.00815 2.26479 58.5351 2.50511 2.56792 120.839 9.15064 2.72173 81.2342 2.29958 2.87714 0.630957 1
1.32512 55.2505 2.12278 1.40714 41.0889 2.17623 1.29372 84.3174 5.37641 1.44675 58.6453 1.90852 2.13914 1 1.58489
2.10017 40.3882 1.45913 0.992722 31.6818 1.31747 1.53492 57.0856 2.40315 1.14891 42.8215 1.65296 0.885983 1.58489 2.51189
3.32855 26.2803 0.843967 0.549648 21.0226 0.895779 0.529945 37.2175 0.801388 1.75025 27.4976 1.06823 0.484781 2.51189 3.98107
5.2754 15.6192 0.553013 0.329585 11.9513 0.583742 0.440419 22.3492 0.894928 0.376808 16.7342 0.604893 0.363865 3.98107 6.30957
8.36094 8.2026 0.450878 0.189671 5.46249 0.452112 0.157735 13.2148 0.612992 0.374468 9.04009 0.62075 0.254682 6.30957 10
