#Scale: 0.506185
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1954.5 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 881.786 114.574 27.7448 402.099 38.0422 46.8185 1476.98 184.924 77.8286 574.548 97.5018 -2.12231 0.1 0.158489
0.210017 584.258 44.4864 30.2468 199.302 37.1319 15.8376 917.328 81.8851 41.4327 449.873 15.1959 39.2939 0.158489 0.251189
0.332855 327.403 18.781 13.1345 143.717 15.6843 1.19014 502.352 27.8578 23.2972 250.85 12.662 18.197 0.251189 0.398107
0.52754 174.333 13.233 4.88176 99.8968 8.94395 7.18486 263.106 20.7546 10.0671 129.441 8.30553 2.77749 0.398107 0.630957
0.836094 109.437 6.29 3.19861 69.339 3.90562 2.78097 145.075 9.17039 2.70746 94.7062 3.73682 5.45033 0.630957 1
1.32512 69.4715 3.76244 1.32719 47.0264 1.66668 2.15839 90.0763 3.75782 3.37211 60.7166 4.5515 0.555943 1 1.58489
2.10017 50.5259 2.06701 1.13092 35.6116 0.487835 2.6419 61.7669 2.39304 1.40084 46.6097 2.22201 0.795235 1.58489 2.51189
3.32855 34.9159 1.6424 0.672367 24.2108 1.9961 0.189058 42.829 1.59144 1.15424 32.2256 1.41527 0.709641 2.51189 3.98107
5.2754 23.099 1.19238 0.397663 16.5052 1.04095 0.20101 28.6777 1.48552 0.618713 20.8952 0.844561 0.517231 3.98107 6.30957
8.36094 14.0257 0.608136 0.418226 9.66658 0.390977 0.403333 16.778 0.645641 0.481857 13.2948 0.549438 0.415483 6.30957 10
