#Scale: 0.797279
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1240.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(all)(1) Err+(2) Err-(3) W_p(SF)(4) Err+(5) Err-(6) W_p(Q)(7) Err+(8) Err-(9) W_p(SFxQ)(10) Err+(11) Err-(12) Bin_left_edge(13) Bin_right_edge(14) 
0.132512 1045.19 61.2925 51.496 332.408 34.3923 42.1749 1373.16 79.3779 66.7723 608.628 16.8364 32.6434 0.1 0.158489
0.210017 625.313 24.9503 25.3145 156.692 21.929 22.7651 830.266 19.361 49.7053 355.991 36.8419 5.49109 0.158489 0.251189
0.332855 382.142 11.5879 15.65 173.059 24.7756 1.10556 478.176 13.5269 22.8489 254.366 7.60091 11.8835 0.251189 0.398107
0.52754 230.174 6.66388 9.5381 107.864 4.68623 13.9092 290.971 8.33334 13.4354 147.765 2.80656 9.90616 0.398107 0.630957
0.836094 137.658 3.27525 5.13394 57.9814 4.28855 4.19378 169.176 3.80869 8.05824 97.3875 4.10956 3.2646 0.630957 1
1.32512 86.8132 1.7096 2.83534 52.0325 0.302601 4.49464 100.759 1.44758 3.39339 68.9232 1.78745 2.44623 1 1.58489
2.10017 58.2747 1.2343 1.04568 37.4546 0.413708 1.77465 66.8189 1.22543 1.50004 47.2409 0.971638 1.47576 1.58489 2.51189
3.32855 40.4415 0.652912 0.762714 24.7803 1.76688 -0.062027 45.0744 0.533367 1.06358 35.1171 0.645695 0.870403 2.51189 3.98107
5.2754 28.4373 0.687397 0.401033 18.7041 0.520786 0.584459 31.6759 0.534006 0.587049 24.5325 0.729052 0.384462 3.98107 6.30957
8.36094 18.5637 0.409723 0.230835 12.142 0.782557 0.104439 20.748 0.284748 0.535963 15.9086 0.59621 0.096364 6.30957 10
