#Scale: 0.820060
#h: 0.680000
#Stellar mass range: 10^11.00 - 10^14.00 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 1206.4 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(Q)/W_p(SF)(1) Err+(2) Err-(3) W_p(SF)/W_p(All)(4) Err+(5) Err-(6) W_p(Q)/W_p(All)(7) Err+(8) Err-(9) (10) W_p(SFxQ)/W_p(All)(11) Err+(12) Err-(13) Bin_left_edge(14) Bin_right_edge(15) 
0.132512 2.86714 0.220236 0.255817 0.458408 0.03591 0.0384386 1.31432 0.027146 0.0504296 0.556438 0.024567 0.0273393 0.1 0.158489
0.210017 4.03578 0.496111 0.239615 0.328741 0.0216468 0.0406534 1.32673 0.0329492 0.050158 0.555144 0.0286729 0.0281898 0.158489 0.251189
0.332855 2.7317 0.453967 0.0990634 0.458474 0.0128162 0.0712641 1.25241 0.0339317 0.0322937 0.659765 0.0159888 0.033 0.251189 0.398107
0.52754 3.31273 0.688548 0.247705 0.371948 0.0335965 0.0656131 1.23216 0.0284988 0.0321802 0.706525 0.015905 0.0315083 0.398107 0.630957
0.836094 2.64201 0.448723 0.090004 0.464779 0.0133818 0.0698665 1.22795 0.0236354 0.0428871 0.699654 0.0315074 0.00951099 0.630957 1
1.32512 1.75619 0.190932 -0.0107397 0.668227 -0.00298607 0.0684351 1.17353 0.0182642 0.0210197 0.760021 0.0203469 0.0236039 1 1.58489
2.10017 1.6165 0.142691 0.0465583 0.700401 0.0153561 0.0438077 1.1322 0.0314511 0.0115504 0.824204 -0.00538296 0.0323775 1.58489 2.51189
3.32855 1.80755 0.0168239 0.129938 0.623339 0.0400338 0.00532246 1.12671 0.0121398 0.0218073 0.844896 0.0133106 0.0168083 2.51189 3.98107
5.2754 1.82474 0.0713538 0.0488992 0.620854 0.0134004 0.0259851 1.13289 0.00648046 0.0170543 0.834949 0.0234886 0.0198172 3.98107 6.30957
8.36094 1.87305 -0.0127774 0.164393 0.601949 0.0547826 0.00122184 1.12748 0.0051856 0.017344 0.846816 0.0139523 0.0173674 6.30957 10
