#Scale: 0.359372
#h: 0.680000
#Stellar mass range: 10^10.00 - 10^10.50 Msun
#Assumed pi_max: 80.000000 Mpc/h
#Assumed redshift errors: 2752.9 km/s
#Quenched Threshold: SSFR < 1e-11 / yr.
#All units for R_p and w_p(R_p) are Mpc/h.
#Bin_center(0) W_p(Q)/W_p(SF)(1) Err+(2) Err-(3) W_p(SF)/W_p(All)(4) Err+(5) Err-(6) W_p(Q)/W_p(All)(7) Err+(8) Err-(9) (10) W_p(SFxQ)/W_p(All)(11) Err+(12) Err-(13) Bin_left_edge(14) Bin_right_edge(15) 
0.132512 3.8456 1.36235 -0.0573759 0.639386 0.0132905 0.0538306 2.45882 0.619074 -0.046262 1.21904 0.100326 0.0410566 0.1 0.158489
0.210017 4.25857 0.914028 0.308212 0.620188 0.0269918 0.036184 2.64112 0.405522 0.117565 1.21138 0.110358 0.0225846 0.158489 0.251189
0.332855 3.15881 0.604203 0.23771 0.726523 0.0264954 0.0362647 2.29495 0.335922 0.119065 1.13129 0.0822089 0.00505674 0.251189 0.398107
0.52754 2.32476 0.320497 0.0836535 0.785831 0.0333056 0.0265015 1.82687 0.222214 0.0173801 1.13738 0.0240582 0.0202835 0.398107 0.630957
0.836094 2.06761 0.205754 0.0734915 0.802332 0.028807 0.0230683 1.65891 0.145949 0.0206349 1.14604 0.0281193 0.00962174 0.630957 1
1.32512 1.90463 0.185794 0.0367597 0.830919 0.0162198 0.0196999 1.58259 0.139885 0.0118821 1.12141 0.0413711 0.0104245 1 1.58489
2.10017 1.89929 0.225433 0.0244232 0.83032 0.0175174 0.0232498 1.57702 0.151983 0 1.12326 0.0331454 0.0052923 1.58489 2.51189
3.32855 1.64813 0.241094 -0.0203592 0.860841 0.0028792 0.0346221 1.41878 0.155073 -0.0151206 1.11114 0.0549934 -0.00496805 2.51189 3.98107
5.2754 1.72264 0.229439 -0.00170767 0.84756 0.00944364 0.0321695 1.46004 0.139517 -0.00693309 1.12148 0.0495468 -0.000817776 3.98107 6.30957
8.36094 2.22914 0.45972 0.00396943 0.786631 0.00152916 0.0551326 1.75351 0.219307 0.0140742 1.14981 0.100711 -0.0123643 6.30957 10
